Longitude;Latitude;Baum_ID;Strasse;Deutsch;Stammumfang;Grund_der_Faellung;Rechtswert;Hochwert
6.765567562;51.20655422;347010;Suitbertusstraße 3;Weißdorn;84;abgestorben;32343916.42;5675167.57
6.751944556;51.20613219;348083;Fährstraße 76;Bergahorn;106;abgestorben;32342963.47;5675149.67
6.753448834;51.21342393;349552;Hammer Straße 56;rote Rosskastanie;95;abgestorben;32343093.33;5675957.22
6.753706157;51.21357385;349557;Hammer Straße 54;rote Rosskastanie;68;abgestorben;32343111.81;5675973.34
6.75281764;51.21324452;349577;Hammer Straße 60;rote Rosskastanie;70;abgestorben;32343048.64;5675938.62
6.802184411;51.2433088;352248;Zoopark;Kirsche;36;80% trocken;32346596.25;5679177.19
6.735911115;51.26985813;352901;Stadionweg Kleingärten;Fichte;110;abgestorben;32342062.03;5682269.72
6.734877344;51.26959449;352902;Stadionweg Kleingärten;Kirsche;130;abgestorben;32341989.02;5682242.63
6.734893223;51.26957771;352903;Stadionweg Kleingärten;Kirsche;145;abgestorben;32341990.07;5682240.73
6.734869954;51.26955819;352904;Stadionweg Kleingärten;Kirsche;90;abgestorben;32341988.38;5682238.61
6.734901829;51.2695893;352905;Stadionweg Kleingärten;Kirsche;150;abgestorben;32341990.71;5682242.00
6.734879245;51.26949173;352907;Stadionweg Kleingärten;Waldkiefer;139;abgestorben;32341988.80;5682231.20
6.734828664;51.26947366;352908;Stadionweg Kleingärten;Waldkiefer;125;abgestorben;32341985.21;5682229.30
6.7347066;51.2694865;352909;Stadionweg Kleingärten;Schwarzkiefer;140;abgestorben;32341976.74;5682230.99
6.766379066;51.26436489;352912;Mühligweg 16;Traubeneiche;160;abgestorben;32344168.59;5681593.82
6.746563813;51.25785494;352913;Nordpark;Kirsche;320;abgestorben;32342764.09;5680912.22
6.748861291;51.25918336;352915;Nordpark;Bergahorn;150;Rußrindenkrankheit/abgestorben;32342928.91;5681055.01
6.74894907;51.2591998;352916;Nordpark;Bergahorn;155;Rußrindenkrankheit/abgestorben;32342935.09;5681056.65
6.750321398;51.25922556;352917;Nordpark;Salweide;140;abgestorben;32343030.92;5681056.58
6.74288932;51.26386749;352918;Beckbuschstraße;Bergahorn;149;abgestorben;32342528.28;5681588.63
6.741534179;51.26350597;352919;Beckbuschstraße;Hainbuche;120;abgestorben;32342432.51;5681551.34
6.739337618;51.26329025;352920;Heymstraße;Spitzahorn;145;abgestorben;32342278.54;5681532.07
6.738757053;51.2637458;352921;Heymstraße;Spitzahorn;110;abgestorben;32342239.60;5681583.97
6.738230207;51.26424861;352922;Heymstraße;Bergahorn;124;abgestorben;32342204.57;5681641.01
6.737876422;51.26458704;352923;Heymstraße;Bergahorn;120;abgestorben;32342181.05;5681679.40
6.736777087;51.26509973;352924;Heymstraße;Bergahorn;210;Rußrindenkrankheit/abgestorben;32342106.12;5681738.77
6.736637452;51.26516115;352925;Heymstraße;Bergahorn;150;Rußrindenkrankheit/abgestorben;32342096.59;5681745.90
6.736460186;51.26522985;352926;Heymstraße;Bergahorn;150;Rußrindenkrankheit/abgestorben;32342084.46;5681753.92
6.736322846;51.26522414;352927;Heymstraße;Bergahorn;150;Rußrindenkrankheit/abgestorben;32342074.86;5681753.58
6.737084495;51.26510442;352928;Heymstraße;Bergahorn;150;abgestorben;32342127.58;5681738.63
6.737488545;51.26514371;352929;Heymstraße;Bergahorn;150;Rußrindenkrankheit/abgestorben;32342155.90;5681742.13
6.748334592;51.25906486;352930;Nordpark;Silberahorn;380;Rußrindenkrankheit abgestorben;32342891.76;5681042.96
6.744003776;51.25649956;352931;Nordpark;Bergahorn;160;Rußrinnkrankheit/abgestorben;32342580.85;5680767.00
6.744056255;51.25658988;352933;Nordpark;Schwarzkiefer;90;abgestorben;32342584.82;5680776.93
6.746982035;51.25658042;352934;Nordpark;Fächerahorn;160;abgestorben;32342788.92;5680769.61
6.739873531;51.26639404;352935;Clemens-Brentano-Straße 25;Bergahorn;190;Rußrinnkrankheit/abgestorben;32342326.55;5681876.03
6.762137029;51.26017477;354074;Deikerstraße;Bergahorn;140;Rußrinnkrankheit/abgestorben;32343858.47;5681136.93
6.762309852;51.25933762;354077;Deikerstraße;Spitzahorn;140;Rußrindnkrankheit/schrägstandrichtung Straße/70% trocken/abgestorben;32343867.69;5681043.48
6.762284608;51.25920224;354078;Deikerstraße;Bergahorn;155;Rußrindenkrankheit/abgestorben;32343865.47;5681028.48
6.763098041;51.25900437;354079;Edith-Stein-Weg;Sandbirke;145;abgestorben;32343921.55;5681004.75
6.763234055;51.25878024;354080;Thewissenweg;Stieleiche;180;abgestorben;32343930.28;5680979.54
6.763293215;51.25879576;354081;Thewissenweg;Hainbuche;155;abgestorben;32343934.46;5680981.14
6.76335585;51.25881351;354082;Thewissenweg;Stieleiche;140;abgestorben;32343938.89;5680982.98
6.763259999;51.25726577;354084;Danziger Straße;Traubeneiche;90;abgestorben;32343926.96;5680811.09
6.763004176;51.25756055;354085;Danziger Straße;Traubeneiche;165;abgestorben;32343910.11;5680844.41
6.762580553;51.25822921;354086;Danziger Straße;Traubeneiche;156;abgestorben;32343882.82;5680919.66
6.762546014;51.25839439;354087;Danziger Straße;Traubeneiche;156;abgestorben;32343880.97;5680938.10
6.759912699;51.27027867;354088;Am Roten Haus;Bergulme;102;abgestorben;32343737.57;5682265.12
6.759903945;51.27031421;354089;Am Roten Haus;Bergulme;90;abgestorben;32343737.08;5682269.09
6.760191521;51.26938915;354090;Am Roten Haus;Bergulme;82;abgestorben;32343754.00;5682165.62
6.760194788;51.26919819;354091;Am Roten Haus;Bergulme;90;abgestorben;32343753.58;5682144.38
6.753975061;51.26721209;354092;Sandweg;Fichte;120;abgestorben;32343312.99;5681936.80
6.753999544;51.26723036;354093;Sandweg;Fichte;110;abgestorben;32343314.76;5681938.78
6.75387335;51.26721643;354094;Sandweg;Fichte;140;abgestorben;32343305.91;5681937.50
6.753829189;51.26720479;354095;Sandweg;Fichte;120;abgestorben;32343302.79;5681936.30
6.753813208;51.26724145;354096;Sandweg;Fichte;153;abgestorben;32343301.80;5681940.41
6.753950223;51.2670982;354098;Sandweg;Ahorn;112;abgestorben;32343310.87;5681924.19
6.736269206;51.26992028;354099;Stadionweg Kleingärten;Feldahorn;90;abgestorben;32342087.22;5682275.86
6.729733328;51.26745614;354100;Stockumer Höfe 180;Götterbaum;155;abgestorben;32341622.87;5682015.95
6.731154516;51.27209652;;Lantz'scher Park;Diverse;80-480;90 trockene Bäume;32341737.95;5682528.85
6.846194291;51.17129753;;Niederheider Park;Buchen;200-350;50 trockene Buchen;32349433.04;5671079.19
