Datum;Tmin;Tmit;Tmax;Sges;Rges;Tbod;RFmin;RFmit;RFmax;Wmit;WBmax
12.03.2019;0,4;6,1;9,8;1,4;0,3;-1,6;48;72,20;97;17;74
13.03.2019;4,1;6,0;7,7;0,0;10,3;3,5;73;84,10;96;17;54
14.03.2019;5,6;6,9;10,6;0,5;8,3;4,8;82;88,70;97;16;72
15.03.2019;6,7;9,1;12,7;0,1;11,8;5,8;80;91,00;100;12;56
16.03.2019;6,9;9,7;11,6;0,0;1,5;6,6;72;83,80;100;14;52
17.03.2019;2,8;7,7;11,4;3,2;4,8;1,5;61;78,20;93;15;65
18.03.2019;0,1;5,3;9,3;5,7;0,0;-1,6;54;77,60;96;11;37
19.03.2019;-1,9;4,0;11,1;8,5;0,0;-3,6;53;81,90;100;5;19
20.03.2019;0,6;6,6;13,2;3,8;0,0;-1,4;62;82,70;100;6;20
21.03.2019;2,7;9,1;16,5;11,3;0,0;0,9;51;79,50;100;5;17
22.03.2019;3,2;11,4;20,7;11,0;0,0;1,7;34;70,40;100;6;28
23.03.2019;6,1;9,3;11,8;0,1;0,0;4,2;71;83,60;99;7;28
24.03.2019;3,8;8,8;12,0;8,9;0,0;1,7;46;69,90;90;10;37
25.03.2019;3,2;6,7;9,6;5,2;3,6;1,2;66;78,70;89;16;70
26.03.2019;5,7;7,3;8,9;0,6;0,0;5,3;64;72,00;81;10;33
27.03.2019;3,7;8,0;11,4;3,6;0,0;1,7;58;77,00;96;6;19
28.03.2019;4,7;8,9;13,0;0,6;0,0;2,7;60;78,70;96;4;15
29.03.2019;2,5;10,5;19,0;11,8;0,0;0,6;48;75,80;100;6;22
30.03.2019;5,1;11,6;18,6;10,8;0,0;2,5;42;68,90;94;6;30
31.03.2019;5,1;8,8;13,8;7,2;0,0;2,8;61;79,20;99;10;37
01.04.2019;1,9;9,6;17,6;12,0;0,0;0,7;43;62,50;81;7;20
02.04.2019;5,9;9,9;15,5;3,4;6,3;3,1;62;79,80;99;9;52
03.04.2019;5,6;7,6;9,9;0,0;1,1;4,5;71;86,80;100;6;22
04.04.2019;3,7;5,7;7,8;0,0;1,1;2,4;80;92,40;100;4;17
05.04.2019;3,9;7,0;10,6;2,8;0,0;2,9;72;88,50;100;6;22
06.04.2019;7,1;11,0;17,0;3,6;0,0;6,3;58;81,40;100;5;22
07.04.2019;6,6;13,8;21,8;9,0;0,0;5,0;39;73,20;100;6;37
08.04.2019;6,4;12,1;17,5;2,8;0,0;4,9;58;82,30;100;5;24
09.04.2019;8,4;12,5;17,4;7,8;0,0;7,4;54;70,50;89;11;39
10.04.2019;4,1;8,8;14,0;12,4;0,0;2,5;46;60,00;76;12;48
11.04.2019;1,7;6,9;12,3;12,5;0,0;0,0;39;55,50;76;11;35
12.04.2019;2,3;5,1;7,3;1,1;0,0;1,1;48;59,20;77;10;33
13.04.2019;0,8;3,6;7,9;6,9;0,0;0,0;52;75,50;94;9;37
14.04.2019;0,3;6,2;12,0;10,0;0,0;-1,2;44;71,00;95;11;39
15.04.2019;4,2;11,5;19,6;12,5;0,0;3,0;38;60,90;89;9;30
16.04.2019;3,0;12,5;20,2;10,7;0,1;1,1;31;60,00;93;9;39
17.04.2019;9,5;13,2;18,5;4,0;0,1;7,8;58;76,30;90;8;33
18.04.2019;9,6;17,6;23,5;12,5;0,0;8,1;30;44,50;84;10;43
19.04.2019;7,1;17,3;25,7;13,5;0,0;5,0;23;47,80;85;7;30
20.04.2019;7,4;17,4;25,4;13,4;0,0;5,3;29;51,50;93;6;26
21.04.2019;7,3;16,7;25,2;13,4;0,0;5,4;27;51,90;84;5;24
22.04.2019;6,9;17,7;26,7;13,4;0,0;4,9;23;48,80;92;8;50
23.04.2019;7,1;16,4;23,0;12,6;0,0;5,2;41;54,30;82;8;35
24.04.2019;9,0;17,2;25,8;8,2;8,1;8,3;37;64,80;97;11;70
25.04.2019;8,1;13,7;22,0;5,6;2,9;6,6;45;74,60;98;10;46
26.04.2019;9,0;11,6;16,7;3,3;0,0;7,0;59;84,20;100;5;22
27.04.2019;7,4;9,4;13,2;2,9;5,9;5,6;64;85,20;99;9;52
28.04.2019;4,1;9,0;13,0;6,1;0,0;2,5;61;79,10;100;6;28
29.04.2019;2,7;10,3;16,0;8,6;0,0;1,0;54;77,70;100;8;39
30.04.2019;8,5;12,7;17,9;10,6;0,0;6,4;56;74,80;91;9;31
01.05.2019;6,2;9,3;14,7;4,1;0,0;4,2;70;91,80;100;5;17
02.05.2019;5,2;9,9;15,8;3,6;1,5;3,3;61;88,70;100;7;33
03.05.2019;5,5;9,4;12,9;4,7;8,9;5,0;49;72,60;95;11;31
04.05.2019;2,4;5,2;10,3;5,9;2,9;0,5;55;86,70;100;10;52
05.05.2019;1,0;6,8;11,9;6,8;0,2;-0,3;53;75,20;100;10;44
06.05.2019;2,0;6,3;11,2;1,6;0,2;0,2;61;85,00;98;6;31
07.05.2019;4,7;8,7;13,2;7,6;0,0;4,3;50;74,80;100;5;20
08.05.2019;7,2;9,9;12,0;0,7;4,3;5,9;66;84,60;100;9;37
09.05.2019;7,4;11,6;16,6;6,1;4,7;6,1;65;84,30;100;9;37
10.05.2019;8,3;10,5;15,3;3,6;3,0;7,1;66;88,80;100;6;41
11.05.2019;6,8;10,9;15,4;5,9;1,0;5,1;52;81,50;100;8;39
12.05.2019;5,6;10,2;15,8;8,1;0,0;4,1;47;63,20;84;9;35
13.05.2019;2,2;10,9;17,3;14,8;0,0;0,5;32;56,80;97;8;35
14.05.2019;4,8;10,9;16,8;14,6;0,0;3,0;42;61,90;85;8;35
15.05.2019;3,7;11,3;17,3;14,7;0,0;1,5;34;54,80;93;9;41
16.05.2019;6,4;10,6;15,8;3,6;0,4;4,4;54;71,30;98;8;31
17.05.2019;8,4;10,9;14,5;0,2;0,9;6,9;82;91,60;99;5;24
18.05.2019;8,2;15,0;22,5;7,3;3,2;6,7;51;80,20;100;5;22
19.05.2019;10,9;15,1;23,3;7,1;7,6;9,4;49;88,20;100;5;33
20.05.2019;11,4;13,7;15,5;0,0;3,9;9,8;83;91,40;100;12;37
21.05.2019;11,0;11,7;12,6;0,0;8,1;10,9;98;99,50;100;13;41
22.05.2019;10,3;13,5;19,1;6,5;0,0;8,6;55;78,20;100;8;26
23.05.2019;7,5;15,6;22,4;14,1;0,0;5,9;38;67,50;100;6;26
24.05.2019;8,4;16,7;23,4;9,1;0,0;6,7;41;63,10;97;7;33
25.05.2019;8,6;14,2;19,8;10,2;0,0;6,5;51;73,00;95;6;26
26.05.2019;9,1;15,9;20,8;4,5;3,0;7,4;62;77,30;100;8;30
27.05.2019;10,6;15,5;19,6;5,8;0,0;8,7;50;74,80;100;8;33
28.05.2019;9,6;12,7;15,7;4,3;0,1;8,0;72;80,80;93;8;41
29.05.2019;5,9;13,5;20,0;15,1;0,0;4,1;38;64,10;97;5;20
30.05.2019;11,9;16,1;21,0;1,4;0,0;10,5;69;78,70;90;7;28
31.05.2019;12,0;18,5;23,0;12,3;0,0;10,2;55;70,40;96;8;31
01.06.2019;10,9;19,4;26,9;14,6;0,0;8,9;47;74,40;100;5;19
02.06.2019;13,6;23,6;31,8;15,2;15,4;11,6;35;62,90;98;9;41
03.06.2019;16,3;19,6;23,4;3,8;0,6;14,5;64;80,20;100;7;31
04.06.2019;13,9;21,7;28,7;10,4;2,8;12,3;51;74,20;100;7;48
05.06.2019;15,7;21,6;27,3;9,7;11,7;15,2;55;76,10;100;7;57
06.06.2019;11,2;14,9;19,7;5,7;0,0;8,8;54;79,00;100;8;43
07.06.2019;9,8;16,4;25,4;11,1;2,2;7,8;47;71,20;97;13;46
08.06.2019;10,8;15,2;19,6;4,4;0,4;9,0;51;64,60;91;15;61
09.06.2019;8,5;16,6;22,3;9,3;0,0;6,7;41;65,00;100;6;22
10.06.2019;14,1;18,4;24,5;6,5;0,3;12,7;57;74,00;93;6;30
11.06.2019;13,0;17,2;21,6;9,3;0,0;12,7;50;70,30;98;7;28
12.06.2019;12,5;17,3;21,1;7,7;7,2;10,8;55;72,20;98;8;41
13.06.2019;12,2;16,7;21,8;9,0;1,0;10,5;48;68,40;97;12;54
14.06.2019;10,4;19,3;26,8;13,4;1,0;9,4;48;72,40;100;5;20
15.06.2019;16,4;19,1;23,3;7,2;0,1;15,3;51;78,80;100;8;30
16.06.2019;13,3;18,6;23,1;13,1;0,0;11,9;53;71,10;96;7;31
17.06.2019;11,7;20,4;27,6;14,8;0,0;10,5;42;67,90;100;5;22
18.06.2019;13,8;22,2;29,6;11,9;0,0;12,5;46;67,70;97;5;19
19.06.2019;15,7;21,7;29,4;9,0;1,5;14,4;41;75,80;100;8;37
20.06.2019;14,5;17,8;21,8;5,2;1,0;13,4;66;85,90;100;7;33
21.06.2019;12,2;17,2;21,9;10,6;0,0;10,8;46;68,20;98;8;28
22.06.2019;11,8;20,4;27,0;13,2;0,0;10,1;49;66,00;96;8;31
23.06.2019;14,9;24,0;31,3;13,5;0,0;13,2;34;58,90;96;7;41
24.06.2019;18,8;27,1;33,1;14,0;0,0;16,9;42;55,00;71;10;37
25.06.2019;18,8;28,7;36,4;13,7;0,0;17,3;34;56,00;84;9;35
26.06.2019;19,1;25,8;30,6;15,0;0,0;18,5;56;69,80;90;10;33
27.06.2019;15,2;20,9;27,2;14,6;0,0;14,7;38;61,30;87;10;30
28.06.2019;12,9;20,1;28,1;15,8;0,0;11,8;35;60,60;86;8;26
29.06.2019;14,0;25,3;34,6;15,9;0,0;12,0;24;48,80;85;6;22
30.06.2019;16,9;24,6;30,3;13,8;0,0;14,5;49;58,20;76;9;37
01.07.2019;15,5;20,8;25,5;12,3;0,0;13,7;41;59,80;77;13;39
02.07.2019;12,0;18,5;23,5;13,0;0,0;10,0;38;59,70;91;9;31
03.07.2019;13,6;17,8;23,5;11,1;0,0;12,1;39;57,00;78;8;31
04.07.2019;11,5;18,4;25,2;14,7;0,0;10,3;33;53,20;77;7;44
05.07.2019;15,7;21,0;26,7;9,4;0,0;14,8;43;57,90;76;9;31
06.07.2019;13,4;19,8;27,1;9,8;0,0;11,8;44;67,80;94;9;39
07.07.2019;11,8;16,4;20,5;8,3;0,0;9,9;48;65,00;88;11;31
08.07.2019;8,8;14,3;18,4;2,2;0,0;6,9;54;72,00;97;9;33
09.07.2019;10,6;16,3;21,2;9,5;0,0;8,6;41;60,40;87;9;30
10.07.2019;9,4;16,7;24,3;9,0;0,1;7,8;29;64,80;99;6;24
11.07.2019;14,8;19,3;25,7;2,8;0,0;13,4;44;75,00;99;7;31
12.07.2019;13,8;18,7;25,4;7,3;5,0;12,7;49;78,00;98;9;39
13.07.2019;14,4;17,7;22,5;2,9;0,0;13,5;60;80,90;97;11;41
14.07.2019;13,5;16,2;18,9;1,4;0,0;12,9;64;71,50;90;9;28
15.07.2019;11,0;15,1;18,0;0,1;0,0;9,2;60;75,40;92;6;24
16.07.2019;9,5;15,0;20,1;5,1;0,0;7,8;61;79,10;98;6;20
17.07.2019;10,3;16,6;22,9;4,1;0,0;8,5;55;79,10;100;4;17
18.07.2019;13,1;19,9;26,3;6,6;0,1;11,4;45;69,00;96;7;37
19.07.2019;16,6;20,7;25,5;7,8;0,0;15,0;45;68,70;92;6;28
20.07.2019;15,4;21,0;29,7;7,9;9,8;14,2;46;76,70;99;8;33
21.07.2019;14,2;19,2;25,5;7,0;0,0;12,5;50;78,00;99;6;26
22.07.2019;14,5;21,7;29,0;14,2;0,0;13,4;45;69,50;99;6;30
23.07.2019;15,6;25,9;34,9;15,2;0,0;14,4;31;61,60;100;6;22
24.07.2019;19,1;29,3;38,4;14,2;0,0;17,5;25;52,50;86;5;22
25.07.2019;20,5;30,9;41,0;13,0;0,0;19,0;25;51,00;84;6;22
26.07.2019;20,7;28,8;39,9;9,7;0,9;18,9;25;56,40;91;6;33
27.07.2019;19,4;22,5;25,9;5,2;2,2;19,2;69;85,90;99;6;28
28.07.2019;17,4;18,9;20,3;0,0;0,0;17,1;92;96,80;100;8;28
29.07.2019;15,4;20,6;26,5;14,3;0,0;13,8;43;69,90;100;6;24
30.07.2019;13,7;22,5;30,5;10,3;0,0;12,3;34;62,20;97;7;33
31.07.2019;15,1;20,2;24,5;7,1;0,0;13,0;49;62,30;75;8;33
01.08.2019;13,3;19,4;25,8;7,2;0,0;11,7;49;70,00;94;7;31
02.08.2019;13,7;18,8;25,9;8,1;1,4;12,4;50;81,90;100;9;52
03.08.2019;14,2;18,9;23,8;4,6;0,0;12,8;60;80,00;98;9;31
04.08.2019;12,6;20,8;28,5;12,3;0,0;11,4;40;69,10;100;4;19
05.08.2019;18,6;22,6;27,3;9,8;0,3;17,7;41;64,00;90;8;35
06.08.2019;17,2;21,0;25,4;6,6;0,0;16,3;49;67,50;88;8;33
07.08.2019;15,4;20,4;25,4;9,5;0,0;13,5;48;71,00;94;9;46
08.08.2019;12,8;19,2;24,7;11,6;0,0;11,4;51;73,20;93;8;33
09.08.2019;15,4;20,2;25,0;0,4;4,8;14,1;64;86,70;100;7;33
10.08.2019;16,4;21,4;25,7;8,9;0,0;14,2;45;64,80;92;13;52
11.08.2019;14,4;19,0;23,1;6,9;0,0;12,5;47;64,80;86;7;30
12.08.2019;11,9;15,9;24,0;7,2;12,7;10,3;51;82,40;100;6;44
13.08.2019;10,3;15,0;21,0;5,9;1,4;8,9;48;83,80;100;7;50
14.08.2019;9,0;16,7;23,4;10,3;4,6;7,7;42;73,20;100;7;24
15.08.2019;13,2;17,4;22,4;3,4;2,9;11,9;64;88,00;100;9;41
16.08.2019;12,4;18,2;23,4;7,7;1,0;11,1;52;76,00;100;7;28
17.08.2019;15,9;18,6;23,1;0,2;14,1;15,5;72;87,40;97;8;33
18.08.2019;13,8;16,6;19,6;1,4;13,9;12,6;85;96,20;100;6;35
19.08.2019;13,2;17,7;23,2;11,1;0,0;12,1;47;70,10;89;8;35
20.08.2019;11,1;16,3;22,1;11,1;0,0;9,4;47;75,80;97;6;31
21.08.2019;10,1;16,6;23,4;13,0;0,0;8,9;44;73,80;100;4;19
22.08.2019;10,4;18,6;26,8;13,4;0,0;9,1;37;66,60;96;5;22
23.08.2019;11,5;20,3;28,7;12,9;0,0;10,1;40;67,00;100;4;19
24.08.2019;12,0;21,3;31,3;13,3;0,0;10,4;37;63,90;98;4;20
25.08.2019;14,3;23,4;31,8;11,8;0,0;13,0;46;66,90;96;4;17
26.08.2019;17,0;23,9;33,7;12,2;0,0;15,8;42;77,70;98;4;39
27.08.2019;17,5;24,6;33,5;9,5;0,0;16,2;41;72,00;100;5;28
28.08.2019;18,8;23,9;30,1;8,9;0,2;17,1;48;70,80;92;6;22
29.08.2019;17,0;21,2;25,3;7,8;0,0;15,4;59;74,90;92;8;28
30.08.2019;13,8;19,5;26,4;12,1;0,0;12,3;40;71,90;100;5;19
31.08.2019;13,3;22,8;33,5;10,2;2,9;11,8;36;67,80;99;7;39
01.09.2019;11,8;17,8;20,6;3,8;0,3;9,8;48;70,50;93;9;28
02.09.2019;8,6;15,1;21,7;11,3;0,0;6,9;41;68,30;98;7;26
03.09.2019;9,7;15,6;20,3;3,3;0,0;8,2;63;76,70;92;6;31
04.09.2019;12,8;17,7;23,9;5,3;1,3;10,9;52;75,60;98;8;37
05.09.2019;8,8;14,3;19,1;5,9;0,0;7,1;59;78,80;100;10;39
06.09.2019;6,5;14,0;20,4;10,6;3,2;5,0;41;68,80;100;6;28
07.09.2019;12,0;14,3;19,7;4,7;1,4;11,4;62;88,70;100;6;30
08.09.2019;12,3;14,1;17,6;3,0;0,0;11,3;62;82,00;94;8;28
09.09.2019;8,9;13,4;18,5;7,5;0,0;7,3;48;77,70;97;5;24
10.09.2019;7,1;13,3;20,7;11,4;0,0;5,5;42;75,40;100;5;22
11.09.2019;8,3;14,3;20,0;3,6;1,6;6,4;55;84,90;100;7;35
12.09.2019;15,4;19,0;24,1;5,3;0,0;13,4;55;80,00;98;7;30
13.09.2019;12,7;18,1;22,7;2,3;0,0;10,6;61;79,60;98;8;26
14.09.2019;8,5;15,0;23,0;11,9;0,0;6,7;39;70,00;100;4;19
15.09.2019;7,8;16,7;25,4;11,6;0,0;6,2;35;69,00;100;6;28
16.09.2019;13,2;15,0;18,8;0,0;1,0;12,0;74;93,80;100;5;22
17.09.2019;7,6;14,2;18,9;7,1;0,0;5,5;53;75,10;98;11;43
18.09.2019;4,8;11,8;18,5;8,3;0,0;3,2;47;74,80;100;6;30
19.09.2019;4,9;11,3;18,3;11,2;0,0;3,0;42;73,20;100;4;26
20.09.2019;4,6;12,4;21,7;11,4;0,0;2,8;37;69,60;100;5;19
21.09.2019;7,0;16,8;25,8;11,7;0,0;4,6;30;50,80;80;9;39
22.09.2019;11,5;19,9;28,1;8,3;15,2;8,8;43;60,00;98;9;35
23.09.2019;13,4;16,2;21,2;2,6;0,0;11,7;68;89,30;100;5;24
24.09.2019;12,1;15,3;20,4;3,9;1,5;10,6;63;84,10;100;9;44
25.09.2019;13,4;15,9;19,3;1,9;0,1;12,5;65;85,10;100;7;35
26.09.2019;14,0;16,2;18,0;0,1;5,2;13,3;83;94,20;100;8;37
27.09.2019;12,8;15,8;20,5;6,5;1,0;11,6;57;83,40;100;8;31
28.09.2019;13,4;14,8;17,7;2,4;12,1;12,7;73;87,70;99;10;44
29.09.2019;13,6;15,7;18,5;0,1;9,8;12,9;72;85,30;100;13;54
30.09.2019;12,5;14,7;17,7;2,4;4,3;11,6;66;83,10;96;13;54
01.10.2019;12,7;15,1;17,8;0,3;12,2;12,4;84;95,20;100;8;39
02.10.2019;8,7;10,9;15,2;5,7;0,3;7,2;59;84,20;100;11;50
03.10.2019;7,6;10,6;14,6;1,2;0,1;6,8;75;89,20;98;8;31
04.10.2019;8,9;10,9;13,8;0,0;7,2;8,1;84;93,20;100;10;33
05.10.2019;8,0;10,1;14,7;2,3;0,0;6,7;67;85,10;100;6;28
06.10.2019;8,2;8,7;9,6;0,0;16,4;7,8;76;92,20;100;11;41
07.10.2019;8,1;10,7;14,0;1,9;9,6;8,1;75;89,10;100;8;33
08.10.2019;11,4;12,9;15,7;0,1;2,9;10,6;91;95,80;100;8;26
09.10.2019;10,1;12,1;14,7;0,8;1,9;9,2;74;86,00;93;10;41
10.10.2019;9,4;12,6;16,3;7,1;0,0;7,8;59;79,70;94;10;39
11.10.2019;11,2;14,6;17,4;0,0;0,0;10,7;72;78,20;88;12;44
12.10.2019;13,2;16,3;20,1;5,1;0,8;11,2;65;79,50;95;10;37
13.10.2019;13,5;19,0;25,1;4,3;0,0;11,6;63;81,80;98;10;41
14.10.2019;12,4;18,4;23,6;7,1;0,0;11,0;63;78,00;99;8;28
15.10.2019;12,2;14,9;18,6;1,3;6,7;10,9;72;90,60;100;5;20
16.10.2019;11,1;12,9;16,2;3,3;8,9;10,1;76;95,10;100;8;33
17.10.2019;12,4;14,0;16,0;0,3;1,3;10,6;79;96,80;100;7;33
18.10.2019;10,8;12,9;17,2;3,8;3,1;8,8;68;83,20;100;11;50
19.10.2019;10,7;11,8;13,8;0,0;9,3;9,8;84;93,90;100;7;30
20.10.2019;10,5;11,5;12,5;0,0;10,1;9,9;100;100,00;100;5;22
21.10.2019;11,3;13,7;17,5;4,4;0,0;10,5;69;85,80;100;8;35
22.10.2019;9,0;11,7;14,7;1,5;0,0;7,6;82;89,60;100;5;24
23.10.2019;10,3;13,2;18,7;7,2;0,0;9,2;73;90,50;100;7;30
24.10.2019;11,5;15,0;20,7;4,2;0,0;9,6;69;84,10;99;8;26
25.10.2019;11,9;14,5;17,2;7,6;0,0;10,4;61;77,30;90;10;35
26.10.2019;13,2;16,3;20,8;7,3;2,1;11,8;60;74,80;89;12;48
27.10.2019;3,3;9,9;18,3;1,0;0,1;1,7;65;87,70;100;9;43
28.10.2019;1,7;5,3;10,4;7,8;0,0;0,0;82;96,80;100;4;19
29.10.2019;3,0;7,0;12,9;6,7;0,0;0,3;59;86,00;100;6;30
30.10.2019;-0,1;4,1;10,3;5,5;0,0;-2,1;60;87,90;100;4;22
31.10.2019;-1,6;4,2;11,6;8,0;0,0;-3,4;47;78,30;100;7;31
01.11.2019;3,8;7,0;11,4;0,0;14,1;2,3;75;92,30;100;12;37
02.11.2019;11,2;13,1;16,1;0,6;4,2;10,2;69;85,50;100;12;43
03.11.2019;9,5;11,6;15,0;1,8;3,2;8,9;77;92,20;100;9;30
04.11.2019;7,9;9,8;12,3;1,0;7,2;6,0;82;96,30;100;7;28
05.11.2019;8,0;9,2;11,5;0,5;3,8;7,4;80;95,10;100;5;20
06.11.2019;6,8;8,2;9,9;0,0;3,1;5,9;89;98,00;100;5;24
07.11.2019;3,4;7,8;10,5;1,1;2,4;1,2;79;92,80;100;10;41
08.11.2019;1,5;4,8;10,5;5,1;0,3;0,0;75;94,20;100;4;20
09.11.2019;1,3;4,4;8,5;1,0;0,0;-0,7;77;94,50;100;6;26
10.11.2019;-1,1;2,9;9,4;8,0;0,0;-3,1;70;94,40;100;5;28
11.11.2019;2,4;4,9;7,4;0,2;2,4;2,3;78;93,00;100;11;43
12.11.2019;2,2;4,7;7,8;0,8;1,4;0,2;79;90,20;98;9;43
13.11.2019;2,3;5,3;7,6;0,0;0,3;1,3;88;90,20;95;9;35
14.11.2019;2,3;5,4;9,4;1,0;0,0;0,1;68;85,20;96;9;39
15.11.2019;1,7;4,1;7,0;0,8;0,0;-0,5;76;87,80;96;6;26
16.11.2019;0,5;3,9;9,1;6,0;0,0;-1,7;69;91,50;100;5;26
17.11.2019;-0,8;2,7;6,8;0,0;10,7;-3,1;79;95,80;100;7;35
