baum_id;strasse;deutsch;stammumfang;grund_fuer_faellung;latitude;longitude
72462;Nöggerathweg 18;Spitzahorn;35;Stammschäden;51.19036504;6.80825349
56516;Röntgenweg 33;Amberbaum;30;abgestorben;51.18773488;6.81498824
71477;Werstener Dorfstraße 47;Hainbuche;80;abgestorben;51.19137287;6.81954649
336064;Werstener Feld 62;Scheinakazie;190;überwiegend abgestorben, Wurzelschäden;51.18658692;6.82647893
75596;Frankfurter Straße;Bergahorn;150;abgestorben;51.15993852;6.88034444
75602;Frankfurter Straße;Bergahorn;160;abgestorben;51.1596168;6.88079512
306656;Alfred-Döblin-Straße;Platane;320;Massiver Vitalitätsrückang durch 2malig Injektion von Natriumchlorad und Glyphoshat in 10 Bohrlöcher ringsum im unteren Baumstammbereich. Bekannte Injektionszeiträume März 2016 und April 2018. Täter ist unbekannt: Zeugen wurden nicht gefunden;51.13634356;6.89849087
335637;Dresdener Straße 160;Scheinakazie;180;Stammschäden;51.13301878;6.91301787
62320;Frankfurter Straße;Esche;100;Pilzbefall (Lackporling);51.1305347;6.91276755
76072;Hellerhofweg;Spitzahorn;150;zu dichter Stand;51.12990766;6.89995643
76080;Hellerhofweg;Spitzahorn;150;zu dichter Stand;51.13003274;6.90084179
73899;Stettiner Straße 51;Bergahorn;90;Stammschäden;51.14956128;6.89987553
72782;Am Denkmal;Kastanie;270;abgestorben;51.1763017;6.87074781
82100;Benrather Rathausstraße 46;Rotdorn;20;abgestorben;51.16395677;6.86524239
82102;Benrather Rathausstraße 46;Rotdorn;20;abgestorben;51.16406488;6.8652281
329787;Benrather Schlosspark Fächerallee;Linde;192;abgestorben;51.16054498;6.86960263
68581;Buchenstraße gegenüber 15;Eberesche;100;Pilzbefall Feuerschwamm;51.17768917;6.85969904
336091;Erich-Müller-Straße 31;Sandbirke;100;abgestorben;51.16724367;6.86931192
65914;Hasselsstraße 89;Linde;105;Pilzbefall (Lackporling);51.17672031;6.871966
336093;Heiligenhauser Straße 26;Hainbuche;100ü;abgestorben;51.17783058;6.87038104
336089;Koblenzerstraße gegenüber 11;Ahorn;350;Stammfußmorschung abgängig;51.15534709;6.8736309
336090;Koblenzerstraße gegenüber 11;Ahorn;360;Stammfußmorschung abgängig;51.15536024;6.87351832
70378;Marbacher Straße 79;Rotdorn;100;überwiegend abgestorben;51.16448199;6.863996
70782;Paulistraße 11;Winterlinde;134;abgestorben;51.16155067;6.87572389
295952;Paulistraße 13;Winterlinde;125;abgestorben;51.16141435;6.87572028
295954;Paulistraße 13;Winterlinde;165;abgestorben;51.16134102;6.8757185
66638;Richard-Strauss-Platz KSP;Weissdorn;70;abgestorben;51.15321694;6.87811021
71139;Schimmelpfennigstraße 28;Hängeesche;100;abgestorben;51.16366014;6.88727669
295714;Urdenbacher Allee 109;Linde;220;Pilzbefall (Lackporling);51.15033655;6.86829518
97621;Am Nordfriedhof 1;Ross-Kastanie;;Pilzbefall;51.256170;6.776098
99858;Am Nordfriedhof 1;Eiche;;Lackporling;51.258578;6.770335
99860;Am Nordfriedhof 1;Eiche;;Lackporling;51.258378;6.770201
128900;Am Südfriedhof 16;Eiche;;Pilzbefall;51.196954;6.754346
128933;Am Südfriedhof 16;Eiche;;Pilzbefall;51.195826;6.753227
128986;Am Südfriedhof 16;Robinie;;Riss im Zwiesel;51.195945;6.751919
128402;Am Südfriedhof 16;Eiche;;Pilzbefall;51.194741;6.753366
90601;Quadenhofstraße 151;Amerikanische Roteiche;;Pilzbefall;51.230928;6.871042
90604;Quadenhofstraße 151;Amerikanische Roteiche;;Pilzbefall;51.230843;6.871289
91373;Quadenhofstraße 151;Eiche;;Gefahr für den Öltank des Kapellengebäudes;51.230266;6.872218
91393;Quadenhofstraße 151;Eiche;;Gefahr für den Öltank des Kapellengebäudes;51.230553;6.871675
91394;Quadenhofstraße 151;Eiche;;Gefahr für den Öltank des Kapellengebäudes;51.230563;6.871732
91395;Quadenhofstraße 151;Eiche;;Gefahr für den Öltank des Kapellengebäudes;51.23051;6.871777
91396;Quadenhofstraße 151;Eiche;;Pilzbefall;51.230536;6.871748
92322;Quadenhofstraße 151;Eiche;;Pilzbefall;51.231418;6.869787
