longiude;latitude;baum_ID;strasse;deutsch;stammumfang;grund_der_faellung;rechtswert;hochwert
6.798793101277824;51.26163067122427;358543;Zaunkönigweg;Fächerahorn;88;abgestorben;32346420.6387447;5681221.50379303
6.804985172631493;51.258419878897875;358545;Stieglitzstraße KGV;Erlenblättrige Mehlbeere;197;Stammfäule;32346841.9436673;5680851.55909421
6.799714239756263;51.24871935808914;105215;Brehmstraße GA-Arag-Park;Pappel;220;Pilzbefall: Zunderschwamm;32346441.8800396;5679783.95640165
6.800027095354348;51.24889851125928;105220;Brehmstraße Ga-Arag-park;Silberpappel;220;Pilzbefall: Zunderschwamm;32346464.3087361;5679803.22248009
6.800074838190595;51.24897763684551;105210;Brehmstraße GA-Arag-Park;Pappel;220;Sturmschaden;32346467.9039242;5679811.92070959
6.796875608418846;51.256865128177445;335654;Nördlicher Zubringer;Bergahorn;80;absterbend;32346270.9684248;5680695.63083295
6.79684183947824;51.25688175645224;335655;Nördlicher Zubringer;Bergahorn;124;absterbend;32346268.6678343;5680697.55044222
6.797382288718562;51.25544327663829;365814;Nördlicher Zubringer;Stieleiche;152;Stamm- und Stammfußfäule;32346301.5769989;5680536.47322902
6.796708856748836;51.25726283884845;365815;Nördlicher Zubringer;Hainbuche;80;absterbend;32346260.6611195;5680740.20176067
6.813365527280262;51.260832344457135;107027;Rather Broich;Robinie;80;absterbend;32347434.6137261;5681102.35804481
6.8125514581873885;51.25717945316574;365819;Sankt-Franziskus-Straße;Feldahorn;104;Sturmschaden: eingerissener Stamm;32347365.719697;5680697.88037507
6.810516181047544;51.24759661160745;104789;Robert-Stolz-Straße;Echte Mehlbeere;85;absterbend;32347191.9467743;5679636.58639839
6.8069368777579395;51.245854872518954;102923;Sybelstraße;Robinie;184;Pilzbefall;32346936.383322;5679450.37430132
6.802760135338327;51.24566905982484;102933;Sybelstraße;Robinie;175;Pilzbefall;32346644.2825337;5679438.42673321
6.77122242168297;51.2497801802711;106586;Kennedydamm;Silberahorn;164;abgestorben;32344457.2290052;5679961.87018781
6.772695756880685;51.24635684158892;106661;Hans-Böckler-Straße;Eberesche;80;abgestorben;32344548.4940099;5679578.10830143
6.772609841387852;51.24635223875374;106660;Hans-Böckler-Straße;Silberweide;113;Stammfußfäule;32344542.4827894;5679577.77836859
6.803720337405305;51.241903642865985;315748;Mathildenstraße;Spitzahorn;188;Pilzbefall: Zunderschwamm;32346698.7710728;5679017.7423623
6.879197430489409;51.25391301775595;112613;An Dreilinden;Bergahorn;399;absterbend;32352005.14;5680198.26
6.8262492717386625;51.23449657045776;246306;Metro-Straße';Robinie;85;Baummaßnahme;32348246.76;5678147.36
6.878485388694404;51.25643841803037;113113;Rotthäuser Weg;Bergahorn;289;absterbend;32351963.57;5680480.5
6.843832948163672;51.23329530397813;358432;Diepenstraße;Ross-Kastanie;401;Pseudomonasbefall;32349470.26;5677977.61
6.855602239348613;51.23720011718037;114840;Benderstraße;Bergahorn;155;absterbend;32350304.51;5678387.74
6.8577071896103385;51.237151711745206;358433;Benderstraße 20;Bergahorn;155;absterbend;32350451.28;5678378.07
6.821805781447246;51.24387431053322;119868;Simrockstraße;Echte Mehlbeere;146;Pilzbefall;32347967.51;5679199.27
6.821784771367802;51.2388669528097;119835;Simrockstraße;Echte Mehlbeere;150;Pilzbefall;32347949.53;5678642.54
6.8218304174446756;51.23882571289515;119834;Simrockstraße;Echte Mehlbeere;155;Pilzbefall;32347952.58;5678637.86
6.833297987899452;51.23934613224904;117464;Brandenburgstraße;Echte Mehlbeere;46;absterbend;32348754.7;5678672.05
6.851027407399554;51.23699611472789;115675;Pfeifferstraße 13;Echte Mehlbeere;79;Pilzbefall: Schillerporling;32349984.52;5678374.39
6.861318399133925;51.226249858268226;115395;Pilgerweg;Hainbuche;101;absterbend;32350668.05;5677158.53
6.808478191775459;51.23106630252985;121531;Ackerstraße;Bergahorn;235;Pilzbefall: Brandkrustenpilz;32346994.88;5677802.81
6.812674325970333;51.232074944638065;121374;Cranachplatz;Bergahorn;147;absterbend;32347291.15;5677906.23
6.80250990476702;51.2336343411356;122286;Schumannstraße;Ross-Kastanie;145;Sturmschaden;32346586.78;5678100.8
6.802543029745051;51.2336877555377;122283;Schumannstraße;Ross-Kastanie;140;absterbend;32346589.27;5678106.67
6.83510766076109;51.23616382032287;366444;Ostpark Park;Sandbirke;127;Pilzbefall: violetter Schichtpilz;32348870.58;5678314.48
6.853718077382794;51.23584775160658;366954;Alter Gerresheimer FH;Sandbirke;145;Stammfußfäule;32350168.6;5678241.21
6.823754802420928;51.250653108279074;367022;GW Rath Nord;Bergahorn;170;Stammfäule;32348125.87;5679948.98
6.8275288828379015;51.24219406309344;367220;GW Rath MitteNord;Bergahorn;78;Stammfäule;32348361.4;5679000.61
6.813685541028991;51.24077576463811;367638;Alter Düsselthaler FH;Sandbirke;130;Pilzbefall: violetter Schichtpilz;32347390.54;5678871.58
6.812420544592851;51.233505030660254;366859;Hanielpark;Amberbaum;205;Stammfäule;32347278.17;5678065.77
6.854952860130178;51.23596132112891;366965;Alter Gerresheimer FH;Ross-Kastanie;400;eingerissener Zwiesel;32350255.16;5678251.32
6.8090816961988745;51.22915460340234;121527;Lindenstraße 175;Holländische Linde;163;Stammfäule;32347030.67;5677588.99
6.822657907699993;51.23979171508233;368387;Gehrtstraße 7;Weißdorn;80;absterbend;32348013.5214707;5678743.5581717
6.791938666564776;51.28074782579223;357398;KITA Kinder und Eltern e.V.;Silberweide;91;abgestorben;32346006.39;5683361.52
6.78598573594832;51.328123783359246;3639;Am Litzgraben Grschu;Hainbuche;230;Stammfäule;32345750.22;5688641.83
6.791456621785103;51.33845958545122;358488;Kalkweg;Stieleiche;100;abgestorben;32346165.94;5689779.6
6.746276904321917;51.318553196023416;299782;Hermann-Schauten-Weg;Holländische Linde;60;Pilzbefall;32342951.33;5687661.91
6.74627341768964;51.31859503872986;358483;Hannes-Esser-Platz;Zierkirsche;80;Pilzbefall;32342951.23;5687666.57
6.748302463525387;51.31704321888773;4337;Hans-Vilz-Weg;Bergahorn;50;absterbend;32343087.31;5687489.68
6.751558366401413;51.318144550407474;327128;Heinrich-Holtschneider-Weg Grünanlage;Holländische Linde;85;Pilzbefall;32343317.93;5687605.18
6.729001832679501;51.33163681225414;5727;Sonnenacker;Kirsche;90;Pilzbefall;32341792.71;5689153.81
6.729245614838506;51.33123566259308;5720;Sonnenacker;Kirsche;50;absterbend;32341808.31;5689108.68
6.761586442186226;51.30236334003907;335632;Zeppenheimer Straße Grünstreifen;Holländische Linde;180;Pilzbefall;32343963.12;5685829.08
6.759056373050128;51.29989800846539;42894;Edmund-Bertrams-Straße;Bergahorn;230;großflächiger Stammschaden & Stammfäule;32343778.4;5685560.34
6.789667216086343;51.33636650111602;4264;Gablonzer Straße;Waldkiefer;280;Pilzbefall;32346034.3;5689550.62
6.771014110372941;51.339340736491934;36027;Kalkweg;Spitzahorn;250;Pilzbefall;32344745.17;5689920.65
6.788484069945765;51.3344862037168;36058;Hoppengarten;Eberesche;60;Pilzbefall;32345945.59;5689344.03
6.784883392481509;51.327620972669905;3691;Am Litzgraben Grschu;Pappel;240;Stammfäule;32345671.74;5688588.24
6.785067409323047;51.32800244931522;3615;Am Litzgraben Grschu;Sandbirke;120;Pilzbefall;32345685.84;5688630.27
6.783616487620661;51.328241917208345;3657;Am Litzgraben Grschu;Hainbuche;230;absterbend;32345585.57;5688659.95
6.793601413227099;51.33790735376281;4915;Kalkweg;Buche;270;Pilzbefall;32346313.47;5689713.7
6.793460051742558;51.337911974555354;4916;Kalkweg;Buche;250;Pilzbefall;32346303.64;5689714.51
6.791258841426186;51.338502800467595;358487;Kalkweg;Spitzahorn;220;abgestorben;32346152.31;5689784.82
6.735225204223211;51.27528940619162;38132;Nagelsweg 4;Ross-Kastanie;250;Pilzbefall;32342032.82;5682875.1
6.745046513919678;51.273583843395095;44130;Alte Flughafenstraße;Stadtbirne;30;Pilzbefall;32342711.95;5682664.37
6.737299778218267;51.29311209736648;4465;Im Luftfeld;Echte Mehlbeere;140;Pilzbefall;32342238.6;5684852.35
6.752215854633295;51.302832654204636;40204;Kreuzbergstraße Ksp;Pflaume;120;Pilzbefall;32343311.58;5685901.23
6.783619500956238;51.31253406381967;43946;Lünen'sche Gasse;Esche;250;großflächiger Stammschaden;32345533.01;5686913.36
6.782498351961108;51.3125721886344;44038;Lünen'sche Gasse;Kirsche;140;Pilzbefall;32345455.01;5686919.96
6.788391294412658;51.31253518585371;27513;Lünen'sche Gasse;Sandbirke;180;absterbend;32345865.54;5686903.45
6.745302348982195;51.31947022191699;365948;Heinrich-Walbröhl-Weg Ksp;Scharlach-Kirsche;40;Pilzbefall;32342886.5605837;5687765.96168756
6.743988058925013;51.31800973676234;365949;Einbrunger Straße Parkplatz;Blutpflaume;150;Pilzbefall;32342789.9935011;5687606.3841691
6.737039672111769;51.29068357057383;5535;Niederrheinstraße Schule;Holländische Linde;120;absterbend;32342212.14;5684582.88
6.7369542121958546;51.29096008945423;283047;Niederrheinstraße Schule;Bergahorn;140;absterbend;32342207.13;5684613.81
6.735759334820049;51.294097771399194;5173;Niederrheinstraße 363;Bergahorn;140;Stammfußfäule;32342134.59;5684965.26
6.747400515362172;51.27122501363263;281212;Hünefeldstraße;Zirbelkiefer;120;abgestorben;32342868.08;5682397.05
6.747261809642232;51.2712333541232;365950;Hünefeldstraße 6;Schwarzbirke;160;Pilzbefall;32342858.4340088;5682398.27426481
6.735210471295799;51.29644445714289;3826;An Sankt Swidbert 4;Holländische Linde;280;absterbend;32342104.38;5685227.37
6.7334938670769935;51.297257973826355;37176;An Sankt Swidbert 4;Holländische Linde;260;absterbend;32341987.51;5685321.52
6.744305244374764;51.31851162459908;43494;Einbrunger Straße;Silberpappel;280;Schrägstand;32342813.81;5687661.51
6.744875603513515;51.3182420087207;365951;Einbrunger Straße;Silberpappel;220;abgestorben;32342852.6289344;5687630.30929921
6.736901399810383;51.29749307681241;327313;Niederrheinstraße;Sandbirke;170;absterbend;32342225.85;5685340.33
6.739069374493311;51.280110821547396;365959;Im Lohauser Feld;Sandbirke;80;abgestorben;32342317.4324104;5683402.92977008
6.739179028531591;51.28011482817064;365958;Im Lohauser Feld;Sandbirke;90;abgestorben;32342325.0927997;5683403.13972735
6.738485002087114;51.28009395570885;365960;Im Lohauser Feld;Spitzahorn;320;Pilzbefall;32342276.6237269;5683402.30989626
6.738006209249463;51.28004370012509;365961;Im Lohauser Feld;Spitzahorn;260;Rußrindenkrankheit;32342243.0631407;5683397.75082424
6.736501835934296;51.29769508057194;327310;Niederrheinstraße Wallgraben Kaiserswerth Grünanlage;Sandbirke;160;absterbend;32342198.69;5685363.65
6.737861949848008;51.29926152260785;327374;Niederrheinstraße Wallgraben Kaierswerth Grünanlage;Sandbirke;140;absterbend;32342298.87;5685534.9
6.737755927676674;51.29916243299464;327373;Niederrheinstraße Wallgraben Kaiserswerth Grünanlage;Sandbirke;120;absterbend;32342291.14;5685524.11
6.780931655148771;51.330823718660774;365965;Angermunder Straße Brückenrampe;Spitzahorn;90;Rußrindenkrankheit;32345407.2244807;5688952.68013445
6.782149312480407;51.331030706039016;102499;Angermunder Straße -Brückenrampe;Robinie;150;absterbend;32345492.74;5688973.13
6.78213963497574;51.33100516115819;102498;Angermunder Straße Brückenrampe;Robinie;160;absterbend;32345491.98;5688970.31
6.782183755933078;51.33098036556692;102494;Angermunder Straße Brückenrampe;Robinie;180;absterbend;32345494.97;5688967.46
6.7822260785894555;51.33096605824508;102495;Angermunder Straße Brückenrampe;Robinie;160;absterbend;32345497.87;5688965.78
6.782263794909517;51.330999598803196;102492;Angermunder Straße Brückenrampe;Robinie;170;absterbend;32345500.61;5688969.43
6.782326701182826;51.33082056138949;102464;Angermunder Straße Brückenrampe;Robinie;140;absterbend;32345504.39;5688949.39
6.7248733882508605;51.28609946456727;365966;Leuchtenberger Kirchweg Durchgangsweg Rhein;Spitzahorn;90;Rußrindenkrankheit;32341348.1251675;5684099.39800599
6.7437675358918145;51.3125623831072;35730;Arnheimer Straße Böschung;Bergahorn;160;Rußrindenkrankheit;32342756;5687001.16
6.743849561264731;51.31297299006279;35740;Arnheimer Straße Böschung;Bergahorn;180;Rußrindenkrankheit;32342763.12;5687046.64
6.743912457836599;51.31337279576679;35772;Arnheimer Straße Böschung;Bergahorn;220;Rußrindenkrankheit;32342768.87;5687090.96
6.743905449171153;51.313387129085115;365967;Arnheimer Straße Böschung;Spitzahorn;120;Rußrindenkrankheit;32342768.4306183;5687092.56875474
6.734187452541309;51.28473995655032;365968;Neusser Weg Parkplatz Kgv;Blutpflaume;80;Pilzbefall;32341992.8842247;5683928.14286448
6.726863172346365;51.2840613000205;365969;Leuchtenberger Kirchweg KGV;Fichte;180;abgestorben;32341479.8442843;5683868.4750097
6.732968227765799;51.28508770551695;365970;Neusser Weg KGV;Spitzahorn;80;Rußrindenkrankheit;32341909.0652175;5683969.43445969
6.728362926378878;51.282117449586366;328749;Neusser Weg KGV;Buche;180;abgestorben;32341577.73;5683649.1
6.730295026794821;51.28278403812726;328851;Neusser Weg Kleingärten;Spitzahorn;100;Rußrindenkrankheit;32341714.75;5683719.05
6.733327657459298;51.27119690441702;365973;Heiligenweg Grünanlage;Bergahorn;85;absterbend;32341886.4303749;5682424.13900011
6.733317583941621;51.27119500086072;366004;Heiligenweg außen Kleingärten;Bergahorn;90;abgestorben;32341885.7212323;5682423.94903878
6.784661096542654;51.328057446258235;42826;Am Litzgraben;Bergahorn;250;abgestorben;32345657.72;5688637.24
6.7847425666816354;51.328002239051926;42825;Am Litzgraben;Stieleiche;280;abgestorben;32345663.21;5688630.93
6.785145009061164;51.328113907380526;3607;Am Litzgraben;Sandbirke;210;abgestorben;32345691.62;5688642.5
6.785148029261422;51.328137617318276;3667;Am Litzgraben;Sandbirke;200;abgestorben;32345691.91;5688645.13
6.784469671741056;51.32769570432311;3694;Am Litzgraben;Sandbirke;60;absterbend;32345643.17;5688597.42
6.793537286317986;51.3379181965478;43561;Kalkstraße Bei Kloster St. Katharina Rahmer Str. 50;Buche;250;Pilzbefall;32346309.04;5689715.04
6.7248733882508605;51.28609946456727;365966;Leuchtenberger Kirchweg Durchgangsweg Rhein;Spitzahorn;90;Rußrindenkrankheit;32341348.1251675;5684099.39800599
6.7248733882508605;51.28609946456727;365966;Leuchtenberger Kirchweg Durchgangsweg Rhein;Spitzahorn;90;Rußrindenkrankheit;32341348.1251675;5684099.39800599
6.7248733882508605;51.28609946456727;365966;Leuchtenberger Kirchweg Durchgangsweg Rhein;Spitzahorn;90;Rußrindenkrankheit;32341348.1251675;5684099.39800599
6.7248733882508605;51.28609946456727;365966;Leuchtenberger Kirchweg Durchgangsweg Rhein;Spitzahorn;90;Rußrindenkrankheit;32341348.1251675;5684099.39800599
6.7248733882508605;51.28609946456727;365966;Leuchtenberger Kirchweg Durchgangsweg Rhein;Spitzahorn;90;Rußrindenkrankheit;32341348.1251675;5684099.39800599
6.7248733882508605;51.28609946456727;365966;Leuchtenberger Kirchweg Durchgangsweg Rhein;Spitzahorn;90;Rußrindenkrankheit;32341348.1251675;5684099.39800599
6.7248733882508605;51.28609946456727;365966;Leuchtenberger Kirchweg Durchgangsweg Rhein;Spitzahorn;90;Rußrindenkrankheit;32341348.1251675;5684099.39800599
6.730295026794821;51.28278403812726;328851;Neusser Weg Kleingärten;Spitzahorn;100;Rußrindenkrankheit;32341714.75;5683719.05
6.730295026794821;51.28278403812726;328851;Neusser Weg Kleingärten;Spitzahorn;100;Rußrindenkrankheit;32341714.75;5683719.05
6.730295026794821;51.28278403812726;328851;Neusser Weg Kleingärten;Spitzahorn;100;Rußrindenkrankheit;32341714.75;5683719.05
6.730295026794821;51.28278403812726;328851;Neusser Weg Kleingärten;Spitzahorn;100;Rußrindenkrankheit;32341714.75;5683719.05
6.730295026794821;51.28278403812726;328851;Neusser Weg Kleingärten;Spitzahorn;100;Rußrindenkrankheit;32341714.75;5683719.05
6.730295026794821;51.28278403812726;328851;Neusser Weg Kleingärten;Spitzahorn;100;Rußrindenkrankheit;32341714.75;5683719.05
6.730295026794821;51.28278403812726;328851;Neusser Weg Kleingärten;Spitzahorn;100;Rußrindenkrankheit;32341714.75;5683719.05
6.784469671741056;51.32769570432311;3694;Am Litzgraben;Sandbirke;60;absterbend;32345643.17;5688597.42
6.784469671741056;51.32769570432311;3694;Am Litzgraben;Sandbirke;60;absterbend;32345643.17;5688597.42
6.784469671741056;51.32769570432311;3694;Am Litzgraben;Sandbirke;60;absterbend;32345643.17;5688597.42
6.784469671741056;51.32769570432311;3694;Am Litzgraben;Sandbirke;60;absterbend;32345643.17;5688597.42
6.784469671741056;51.32769570432311;3694;Am Litzgraben;Sandbirke;60;absterbend;32345643.17;5688597.42
6.784469671741056;51.32769570432311;3694;Am Litzgraben;Sandbirke;60;absterbend;32345643.17;5688597.42
6.784469671741056;51.32769570432311;3694;Am Litzgraben;Sandbirke;60;absterbend;32345643.17;5688597.42
6.765200128017304;51.20621236751106;48360;Fleher Straße 2;Götterbaum;158;Stammschäden;32343889.6;5675130.34
6.785943620840581;51.212531406968495;46684;Remscheider Straße;Purpur-Kastanie;140;Sturmschaden;32345359.64;5675789.09
6.763166950066249;51.20385215132164;287999;Alter Bilker Friedhof;Holländische Linde;198;Stammschäden;32343739.6;5674872.23
6.7634371603378085;51.20374157028115;288025;Alter Bilker Friedhof;Stieleiche;169;Stammschäden;32343758.1;5674859.36
6.763770509229061;51.20384660447748;288036;Alter Bilker Friedhof;Bergahorn;276;Rußrindenkrankheit;32343781.74;5674870.33
6.785995450328154;51.212624032896294;46683;Remscheider Straße;Purpur-Kastanie;125;Pseudomonasbefall;32345363.57;5675799.28
6.786069580918953;51.212606999086184;46685;Remscheider Straße;Purpur-Kastanie;130;Pseudomonasbefall;32345368.69;5675797.23
6.786147226910504;51.212540566898575;46686;Remscheider Straße;Purpur-Kastanie;140;Pseudomonasbefall;32345373.89;5675789.68
6.785855704860381;51.21245077893747;46690;Remscheider Straße;Purpur-Kastanie;150;absterbend;32345353.23;5675780.31
6.784927132725712;51.212671259373806;46691;Morsestraße;Purpur-Kastanie;160;Pseudomonasbefall;32345289.12;5675806.78
6.762706963753262;51.20322306115609;285386;Alter Bilker Friedhof;Holländische Linde;200;Pilzbefall: Schuppiger Porling;32343705.34;5674803.26
6.740573398424454;51.20567511434944;77246;Florensstraße;Ross-Kastanie;150;Pilzbefall;32342167.67;5675123.21
6.759101597206914;51.199521770577505;330389;Räuscherweg 1, GA;Robinie;150;Pilzbefall;32343440.95;5674399.39
6.760945762460634;51.20518631033832;285494;Alter Bilker Friedhof;Holländische Linde;270;Stammschäden;32343588.97;5675025.3
6.764450160766058;51.199591658173475;45796;Dormagener Straße;Ross-Kastanie;180;Pseudomonasbefall;32343814.82;5674395.78
6.769708660977388;51.211262011994705;48191;Kronprinzenstraße;Schwedische Mehlbeere;150;absterbend;32344221.55;5675682.24
6.7722954642689945;51.21090902136516;46486;Florastraße;Robinie;180;absterbend;32344401.02;5675637.51
6.772514501480326;51.201143673442466;47882;Kinkelstraße;Robinie;215;Pilzbefall: Schwefelporling;32344383.4;5674551.24
6.771578282179572;51.20106333382116;47719;Karl-Schurz-Straße;Schwedische Mehlbeere;96;Pilzbefall: Lackporling;32344317.73;5674544.29
6.771979981618283;51.20078139121887;47722;Karl-Schurz-Straße;Schwedische Mehlbeere;175;Pilzbefall: Lackporling;32344344.84;5674512.09
6.771847676596864;51.20066932821188;47723;Karl-Schurz-Straße;Schwedische Mehlbeere;30;absterbend;32344335.22;5674499.91
6.771799379912267;51.200228528880146;47729;Karl-Schurz-Straße;Schwedische Mehlbeere;115;Stammfäule;32344330.36;5674451
6.772745948802237;51.20037588672236;47875;Kinkelstraße;Robinie;210;Stammfäule;32344396.98;5674465.38
6.75796325742147;51.20086609242479;49665;Südring;Schwedische Mehlbeere;140;Pilzbefall;32343365.99;5674551.29
6.758244544499023;51.20080735933901;49657;Südring;Schwedische Mehlbeere;140;Pilzbefall;32343385.44;5674544.16
6.760435409476762;51.201815789597646;45307;Bedburger Straße;Silberahorn;304;Pilzbefall;32343541.9;5674651.62
6.760335495375255;51.20178608599168;45306;Bedburger Straße;Silberahorn;315;Pilzbefall;32343534.82;5674648.53
6.7575397182945425;51.21478230988796;50651;Wupperstraße;Schwedische Mehlbeere;98;absterbend;32343383.63;5676099.53
6.757515740433837;51.2150635312093;76801;Wupperstraße;Schwedische Mehlbeere;90;abgestorben;32343382.91;5676130.85
6.771865524403781;51.205142836488335;45492;Binterimstraße;Baumhasel;120;abgestorben;32344351.55;5674997.28
6.769681798737783;51.20619160600878;47754;Karolingerstraße;Schwedische Mehlbeere;60;abgestorben;32344202.56;5675118.52
6.768197530068159;51.207074350272286;47843;Karolingerstraße;Schwedische Mehlbeere;140;absterbend;32344101.87;5675219.82
6.764200412586491;51.199632032388784;45797;Dormagener Straße;Ross-Kastanie;160;Pseudomonasbefall;32343797.51;5674400.8
6.764289809147869;51.21255284804825;77503;Lorettostraße;Robinie;120;Stammfäule;32343847.47;5675837.27
6.748835377506882;51.20573468237128;45943;Fährstraße;Bergahorn;180;Rußrindenkrankheit;32342744.95;5675112.12
6.788843368269886;51.2132483670984;47982;Kirchfeldstraße;Schwedische Mehlbeere;60;absterbend;32345564.55;5675862.71
6.748231263038419;51.2056336565201;45960;Fährstraße;Bergahorn;180;Rußrindenkrankheit;32342702.41;5675102.18
6.746969265864536;51.205430469745984;45990;Fährstraße;Bergahorn;110;absterbend;32342613.57;5675082.29
6.810409070821317;51.202552534008106;307861;Siegburger Straße Kleingarten;Robinie;102;Schrägstand;32347035.18;5674628.33
6.810407361711458;51.2025885663231;307862;Siegburger Straße Kleingarten;Robinie;121;Schrägstand;32347035.18;5674632.34
6.810420967231923;51.20249187008242;307859;Siegburger Straße Kleingartenanlage;Robinie;123;Schrägstand;32347035.81;5674621.56
6.801769893913522;51.20675805037554;294995;Volksgarten;Sandbirke;123;Pilzbefall;32346445.7;5675113.96
6.7969884716932825;51.19352333640253;368151;GW Stoffeln;Waldkiefer;115;absterbend;32346067.6176587;5673652.39446335
6.815976138753379;51.19263022552571;368231;GW Werstener Deckel;Sandbirke;148;Pilzbefall;32347391.2653226;5673513.49273639
6.817213726328523;51.19302424007997;368248;GW Werstener Deckel;Holländische Linde;260;Pilzbefall: Brandkrustenpilz;32347479.0340893;5673554.73434178
6.803848937936691;51.211606591301326;368015;Sonnenpark;Sandbirke;128;Pilzbefall;32346607.0278091;5675648.72811541
6.803851467634068;51.21158568799605;368014;Sonnenpark;Sandbirke;104;Pilzbefall;32346607.1350051;5675646.39858957
6.804049673889911;51.219652225234576;368072;IHZ Bürgerpark;Silberweide;90;Pilzbefall;32346647.7870175;5676542.90610806
6.804429081875873;51.211183918068606;81629;Schmiedestraße Sonnenpark;Spitzahorn;90;absterbend;32346646.14;5675600.52
6.803868211710881;51.21086526870745;53703;Schmiedestraße Sonnenpark;Traubenkirsche;72;absterbend;32346605.91;5675566.26
6.794540305484224;51.197987368022545;55599;Witzelstraße;Robinie;165;absterbend;32345911.47;5674153.88
6.79744520773714;51.21460401268041;52399;Höhenstraße;Robinie;168;Pilzbefall;32346169.79;5675995.4
6.794394312081204;51.20818310288082;283944;Volksgarten;Sandbirke;120;abgestorben;32345935.3;5675287.85
6.807375024160121;51.21077906471366;54448;Schmiedestraße;Echte Mehlbeere;168;Pilzbefall: Lackporling;32346850.54;5675549.36
6.793527727261066;51.20640590025186;284882;Volksgarten;Bergahorn;120;Rußrindenkrankheit;32345868.84;5675092.06
6.819832557491817;51.19539960025142;55433;Wipperfürther Straße;Echte Mehlbeere;144;Pilzbefall;32347669.84;5673813.42
6.791188118769119;51.21262354262585;54728;Sonnenstraße;Felsenbirne;140;Stammfäule;32345726.21;5675788.31
6.793168625234463;51.21341602697618;53146;Lessingplatz KSP;Spitzahorn;65;Pilzbefall;32345867.17;5675872.27
6.811406083855857;51.19825654797559;54508;Siegburger Straße;Ross-Kastanie;197;Stammfäule;32347090.597102;5674148.58346551
6.790949856597353;51.21242508797321;365822;Hüttenstraße;Winterlinde;94;Stammschäden;32345708.9069401;5675766.74409359
6.797200347534476;51.20810665296257;283836;Volksgarten;Silberpappel;380;Stammfäule;32346131.03;5675273.47
6.79837620948337;51.20794244394445;283756;Volksgarten;Holländische Linde;230;Stammschäden;32346212.61;5675252.75
6.790715683167395;51.21442206527294;78368;Arminstraße;Robinie;55;absterbend;32345699.23;5675989.28
6.812099735040494;51.1980073311941;50974;Siegburger Straße VG;Holländische Linde;50;Unfallschaden;32347138.23;5674119.43
6.8039447535941315;51.19958531590081;305398;In den Gärten, GA;Salweide;160;abgestorben;32346573.77;5674311.88
6.795289947593993;51.208160685874724;289591;Volksgarten;Bergahorn;160;Rußrindenkrankheit;32345997.78;5675283.48
6.8027007430607025;51.20334821030219;368397;Stoffeler Kapellenweg;Bergahorn;150;Rußrindenkrankheit;32346499.3783118;5674732.87453475
6.797673518021213;51.20745309415016;283845;Volksgarten;Bergahorn;190;Rußrindenkrankheit;32346161.9;5675199.81
6.796483037201049;51.20707803388849;283853;Volksgarten;Spitzahorn;290;Rußrindenkrankheit;32346077.5;5675160.6
6.795579594010112;51.2071534649647;283921;Volksgarten;Spitzahorn;170;Rußrindenkrankheit;32346014.65;5675170.88
6.800713126758694;51.205370258452945;284325;Volksgarten;Bergahorn;170;Rußrindenkrankheit;32346367.27;5674961.86
6.8008696234445365;51.20541502116777;284327;Volksgarten;Bergahorn;170;Rußrindenkrankheit;32346378.35;5674966.51
6.8011657088270505;51.205381645321935;284435;Volksgarten;Bergahorn;160;Rußrindenkrankheit;32346398.92;5674962.18
6.801144242220855;51.205399498783144;284436;Volksgarten;Bergahorn;115;Rußrindenkrankheit;32346397.48;5674964.21
6.800671529581586;51.20542298823749;284451;Volksgarten;Bergahorn;140;Rußrindenkrankheit;32346364.54;5674967.81
6.8006746073801345;51.20537942713844;284452;Volksgarten;Bergahorn;110;Rußrindenkrankheit;32346364.61;5674962.96
6.799947183143051;51.205379237454395;284462;Volksgarten;Bergahorn;190;Rußrindenkrankheit;32346313.8;5674964.46
6.79922611961386;51.205467839860276;284681;Volksgarten;Bergahorn;240;Rußrindenkrankheit;32346263.73;5674975.82
6.79876968630224;51.20572932890317;284698;Volksgarten;Bergahorn;290;Rußrindenkrankheit;32346232.72;5675005.85
6.798264413923851;51.20615016290292;284764;Volksgarten;Bergahorn;220;Rußrindenkrankheit;32346198.83;5675053.7
6.801440073869689;51.206170954812954;289704;Volksgarten;Bergahorn;190;Rußrindenkrankheit;32346420.71;5675049.37
6.799097104735019;51.20539921938522;291687;Volksgarten;Bergahorn;140;Rußrindenkrankheit;32346254.49;5674968.46
6.799141894091352;51.20539367670045;291689;Volksgarten;Bergahorn;110;Rußrindenkrankheit;32346257.6;5674967.75
6.828494870400846;51.20723485562972;59268;Kuthsweg 39 li;Ross-Kastanie;228;Pilzbefall: Austernseitling;32348313.91;5675111.47
6.893293503628064;51.20229331292674;78099;Bergstraße 1;Sandbirke;90;abgestorben;32352824.09;5674430.25
6.850112;51.195246;Eller_01;Schlosspark Eller: Hügel am WSP;Ross-Kastanie;130;Pilzbefall;32349784.76;5673733.97
6.850112;51.195246;Eller_02;Schlosspark Eller: ggü. Museum;Robinie;40;abgestorben;32349784.76;5673733.97
6.850112;51.195246;Eller_03;Schlosspark Eller: rechts neben der Brücke;Weide;50;absterbend;32349784.76;5673733.97
6.850112;51.195246;Eller_04;Schlosspark Eller: ggü. Hundeauslauf;Ahorn;160;absterbend;32349784.76;5673733.97
