Datum;Tmin;Tmit;Tmax;Sges;Rges;Tbod;RFmin;RFmit;RFmax;Wmit;WBmax
05.12.2017;4,6;5,9;6,6;0;0;3,7;80;90,9;98;8;24
06.12.2017;5,9;7;8,4;0;0;5,6;71;83,9;87;8;33
07.12.2017;3,2;5,3;7,1;0;9,1;3,3;72;86;100;15;44
08.12.2017;0,1;2,6;5,9;1,3;8,9;-1,2;84;93,8;100;12;54
09.12.2017;-0,5;0,9;2,7;0,3;1,1;-2,5;82;90,8;100;11;41
10.12.2017;-0,3;2,3;7,8;0;7,7;-0,1;75;90;100;18;70
11.12.2017;0,8;3,5;8,2;0;9,5;0,1;81;95,8;100;9;35
12.12.2017;0,7;2,2;3,5;0;0,1;0;86;93,1;100;12;33
13.12.2017;0,6;3,4;5,8;0;18,7;-0,7;84;93,3;100;15;52
14.12.2017;0,9;3,7;5,4;0,9;2,7;0,2;82;91,2;100;13;57
15.12.2017;0,3;3;4,8;0;0,2;-1,3;89;94,3;100;5;22
16.12.2017;1,1;3,3;6,3;3,3;1,5;0,3;81;93,7;100;9;31
17.12.2017;1;2,3;3,4;0;9,2;0;89;96,8;100;9;35
18.12.2017;0,2;2,2;3,2;0;0,3;-0,1;99;100;100;6;28
19.12.2017;3;4,5;6,4;0;4,6;2,3;97;99,7;100;5;19
20.12.2017;5,3;6,9;7,9;0;1,1;4,9;100;100;100;4;15
21.12.2017;7,8;8,6;9,5;0;3,2;7,1;100;100;100;5;17
22.12.2017;8,8;9,3;9,9;0;3;7,4;100;100;100;5;19
23.12.2017;8,4;8,9;9,4;0;0,2;7,7;94;98,2;100;8;37
24.12.2017;8,2;8,9;9,2;0;0;7,8;86;91,5;95;13;43
25.12.2017;3,3;6,9;8,6;0;0,1;2,4;78;85,1;94;13;41
26.12.2017;3,3;5,5;8,3;1;2,1;2,4;78;85,9;95;15;50
27.12.2017;3,8;5,3;6,3;0,3;3,6;2,6;76;90;100;12;41
28.12.2017;1,4;3,2;5,1;1,9;0,1;-0,3;77;87,6;94;12;35
29.12.2017;-0,4;1,9;4,9;2,9;4,8;-2,5;76;92,8;100;11;48
30.12.2017;3,2;8,1;12,6;0;9,7;2;81;91,5;100;13;46
31.12.2017;7,8;12,2;14,7;0;4,2;6,3;70;84,6;100;17;56
