Latitude;Longitude;Altitude;Geometry;Grund der Fällung;Baum_ID;Gattung;Art;Sorte;Deutsch;Straße;Hausnummer;Pflegebezirk;Politischer Bezirk;Stammumfang;X_Koord;Y_Koord
51.23789084;6.71030079;0;point;Komplexerkrankung;23438;Aesculus;hippocastanum;;Ross-Kastanie;Krefelder Straße;geg 165;3102;4;230;32340164.87;5678770.7
51.23018902;6.75768418;0;point;Zwiesel am Stammfuß;26103;Acer;pseudoplatanus;;Bergahorn;Salierplatz;Bolzplatz;3102;4;250;32343446.01;5677812.29
51.24435456;6.73293377;0;point;Sturmschaden;26462;Quercus;palustris;;Sumpfeiche;Wickrather Straße;;3102;4;190;32341766.8;5679440.39
51.32848234;6.73409406;0;point;Komplexerkrankung;26889;Aesculus;hippocastanum;;Kastanie;Fritz-Köhler-Weg;7;3111;5;280;32342136.58;5688792.09
51.30478543;6.74954829;0;point;Morschungen im Stammfußbereich;35180;Tilia;pallida;;Linde;Kalkumer Schloßallee;zw. 43 und 47;3111;5;280;32343132.31;5686124.06
51.30474897;6.75112833;0;point;Pilzbefall (Lackporling) ;35298;Tilia;pallida;;Linde;Kalkumer Schloßallee;ggü 27;3111;5;270;32343242.31;5686116.63
51.30683091;6.7427238;0;point;abgestorben;35479;Fraxinus;excelsior;;Gemeine Esche;Arnheimer Straße;87;3111;5;250;32342663.66;5686366.11
51.30910295;6.74339086;0;point;;35503;Tilia;pallida;;Linde;Arnheimer Straße;;;;;32342717.92;5686617.31
51.30588086;6.74439048;0;point;;35707;Acer;pseudoplatanus;;Bergahorn;Kalkumer Schloßallee;;;;;32342776.57;5686256.9
51.31311142;6.74360312;0;point;Rußrindenkrankheit;35752;Acer;pseudoplatanus;;Bergahorn;Arnheimer Straße;;3111;5;140;32342746.42;5687062.56
51.31307263;6.74360631;0;point;abgestorben;35754;Acer;pseudoplatanus;;Bergahorn;Arnheimer Straße;;3111;5;230;32342746.51;5687058.24
51.31298849;6.74385124;0;point;abgestorben;35757;Acer;pseudoplatanus;;Bergahorn;Arnheimer Straße;;3111;5;90;32342763.29;5687048.36
51.33051861;6.78453799;0;point;abgestorben;35837;Tilia;pallida;;Linde;Bahnhofstraße;20;3111;5;150;32345657.41;5688911.16
51.33785174;6.79317018;0;point;;36547;Fagus;sylvatica;;Rotbuche;Kalkstraße;Grünanlage;;;;32346283.25;5689708.42
51.33786407;6.79266491;0;point;;36557;Quercus;robur;;Stiel-Eiche;Kalkstraße;2;;;;32346248.1;5689710.85
51.29737;6.7334598;0;point;Morschungen im Stammfußbereich;37178;Tilia;pallida;;Linde;An Sankt Swidbert;4;3111;5;350;32341985.52;5685334.05
51.23650305;6.74464743;0;point;Morschungen am Stammfuß;37458;Salix;alba;;Silberweide;Hansaallee;34 Schule;3102;4;190;32342557.47;5678542.21
51.27603208;6.73324547;0;point;;38115;Fraxinus;excelsior;;Gemeine Esche;Nagelsweg;9;;;;32341897.3;5682961.94
