Latitude;Longitude;Altitude;Geometry;Grund der Fällung;Baum_ID;Gattung;Art;Sorte;Deutsch;Straße;Hausnummer;Pflegebezirk;Politischer Bezirk;Stammumfang;X_Koord;Y_Koord
51.21563772;6.77142835;0;point;abgestorben;38403;Tilia;intermedia;;Winterlinde;Kronprinzenstraße;11;3101;3;90;32344356.41;5676165.13
51.32673715;6.73693994;0;point;Pilzbefall (Schillerporling) ;38462;Prunus;padus;;Traubenkirsche;Grenzweg;12;3111;5;220;32342328.84;5688591.92
51.33365056;6.72856175;0;point;;38523;Carpinus;betulus;;Hainbuche;Zur Bockumer Linde;;;;;32341768.99;5689378.67
51.33037952;6.7320642;0;point;;38572;Prunus;;;Kirsche;Fritz-Köhler-Weg;;;;;32342001.7;5689007.41
51.30016363;6.76210465;0;point;Morschungen am STammbereich;39904;Populus;nigra;Italica;Italienische Pyramiden-Pappel;Zeppenheimer Straße;;3111;5;420;32343991.78;5685583.39
51.30014996;6.76209986;0;point;Morschungen am STammbereich;39905;Populus;nigra;Italica;Italienische Pyramiden-Pappel;Zeppenheimer Straße;;3111;5;480;32343991.4;5685581.88
51.30005108;6.76214499;0;point;Morschungen am STammbereich;40148;Tilia;pallida;;Linde;Zeppenheimer Straße;;3111;5;420;32343994.21;5685570.79
51.23355371;6.70664982;0;point;Pilzbefall (Lackporling) ;41811;Acer;saccharinum;;Silberahorn;Aldekerkstraße;25;3102;4;230;32339894.98;5678296.41
51.24432701;6.73299273;0;point;Sturmschaden;42349;Quercus;palustris;;Sumpfeiche;Wickrather Straße;;3102;4;210;32341770.82;5679437.2
51.32828853;6.78604211;0;point;Morschungen im Stammfußbereich;42813;Fagus;sylvatica;;Rotbuche;Am Litzgraben Schule;28 a;3111;5;180;32345754.7;5688660.03
51.3056794;6.75867553;0;point;;43347;Quercus;palustris;;Sumpfeiche;Oberdorfstraße;Grünanlage;;;;32343771.49;5686203.99
51.29729845;6.73547815;0;point;;43418;Populus;alba;;Schwarzpappel;An Sankt Swidbert;;;;;32342125.97;5685321.75
51.29730908;6.73550675;0;point;;43419;Populus;alba;;Schwarzpappel;An Sankt Swidbert;;;;;32342128;5685322.87
51.21142458;6.78284877;0;point;Stammschäden;44142;Robinia;pseudoacacia;Monophylla;Robinie;Corneliusstraße;104;3205;3;160;32345139.79;5675672.54
51.21068475;6.78248755;0;point;abgestorben;44143;Robinia;pseudoacacia;Monophylla;Robinie;Corneliusstraße;113;3205;3;95;32345112.08;5675591.04
51.20713357;6.77306943;0;point;abgestorben;45487;Ulmus;glabra;;Bergulme;Binterimstraße;4;3205;3;118;32344442.35;5675216.08
51.19605529;6.78288735;0;point;Pilzbefall (Schwefelporling);45705;Robinia;pseudoacacia;Bessoniana;Robinie;Chlodwigstraße;155;3205;3;240;32345090.92;5673963.55
51.19650259;6.78180821;0;point;abgestorben;45729;Robinia;pseudoacacia;Bessoniana;Robinie;Chlodwigstraße;92;3205;3;200;32345017.03;5674015.56
51.21058677;6.78249011;0;point;Stammschäden;45743;Robinia;pseudoacacia;Monophylla;Robinie;Corneliusstraße;113;3205;3;90;32345111.93;5675580.14
51.20974407;6.78247605;0;point;abgestorben;45752;Robinia;pseudoacacia;Monophylla;Robinie;Corneliusstraße;127;3205;3;95;32345108.12;5675486.47
