Datum;Tmin;Tmit;Tmax;Sges;Rges;Tbod;RFmin;RFmit;RFmax;Wmit;WBmax
13.03.2020;3,0;7,1;10,7;2,7;2,7;0,9;60;79,2;100;13;46
14.03.2020;2,3;7,2;12,3;7,2;0,0;0,3;58;79,2;100;9;33
15.03.2020;5,9;10,2;15,0;5,2;0,0;2,8;58;69,4;77;13;46
16.03.2020;3,1;10,5;17,2;10,8;0,0;0,4;56;73,8;91;6;26
17.03.2020;5,0;10,0;14,9;10,7;0,0;2,2;38;67,4;95;7;26
18.03.2020;3,2;9,7;16,8;11,0;0,0;0,8;49;75,8;99;7;30
19.03.2020;4,0;10,6;17,0;5,4;0,0;1,7;54;79,9;100;5;24
20.03.2020;4,7;8,1;10,5;0,0;1,8;4,0;73;88,0;95;11;48
21.03.2020;1,5;6,3;11,2;10,8;0,0;-1,0;42;66,2;91;14;44
22.03.2020;-1,8;5,3;12,3;11,8;0,0;-4,3;25;48,4;86;12;41
23.03.2020;0,5;5,1;10,7;11,8;0,0;-0,6;22;36,2;50;15;44
24.03.2020;0,9;5,8;11,6;11,8;0,0;-0,9;23;35,4;49;12;44
25.03.2020;1,7;7,2;13,3;11,9;0,0;-0,5;22;32,1;41;12;35
26.03.2020;0,4;6,9;13,2;11,7;0,0;-2,0;30;44,2;58;11;44
27.03.2020;2,7;10,3;17,6;11,4;0,0;0,3;37;52,0;71;10;31
28.03.2020;4,5;9,4;15,2;11,6;0,0;2,3;38;61,4;82;12;48
29.03.2020;0,0;3,4;5,5;2,5;0,9;-1,8;53;73,8;92;14;50
30.03.2020;-4,4;3,0;8,2;8,0;0,6;-6,7;47;67,8;97;6;30
31.03.2020;-0,2;5,0;10,1;11,9;0,0;-2,7;35;67,6;100;8;33
01.04.2020;-2,3;4,3;11,0;12,1;0,0;-5,0;34;65,0;96;5;22
02.04.2020;-1,4;5,3;10,9;7,5;0,0;-3,9;50;74,6;100;7;35
03.04.2020;0,9;8,2;11,5;2,7;0,0;-1,2;49;69,9;88;10;37
04.04.2020;-1,3;7,1;15,8;12,2;0,0;-3,7;32;66,0;100;6;24
05.04.2020;2,0;12,3;20,4;12,3;0,0;-0,5;28;52,5;90;11;54
06.04.2020;7,7;16,1;23,7;12,3;0,0;3,6;30;46,2;72;10;33
07.04.2020;7,7;14,9;21,4;10,8;0,0;5,3;49;72,9;100;6;24
08.04.2020;9,0;15,9;24,6;12,3;0,0;6,0;30;63,6;96;5;24
09.04.2020;7,5;15,1;22,0;12,1;0,0;5,2;42;66,2;100;6;31
10.04.2020;7,2;14,3;21,1;12,5;0,0;4,6;41;59,9;92;8;28
11.04.2020;3,4;13,6;23,6;12,5;0,0;0,9;33;55,5;87;4;22
12.04.2020;6,6;15,1;23,3;10,2;0,0;4,6;31;60,8;92;6;30
13.04.2020;3,6;8,8;11,9;7,8;0,0;0,5;40;62,6;96;12;43
14.04.2020;1,9;6,4;11,3;5,0;0,0;-0,1;45;62,1;89;7;26
15.04.2020;0,7;9,0;18,9;12,0;0,0;-1,5;35;67,3;99;5;20
16.04.2020;4,6;14,1;23,2;12,8;0,0;1,9;29;56,2;90;5;26
17.04.2020;7,9;14,7;21,3;12,8;0,0;6,0;41;60,8;87;8;30
18.04.2020;7,3;13,4;18,6;5,7;0,3;5,1;54;74,2;100;5;22
19.04.2020;8,6;13,4;19,0;4,8;0,0;6,0;42;71,2;100;8;37
20.04.2020;6,9;13,9;20,9;13,5;0,0;4,5;21;40,5;59;14;52
21.04.2020;7,4;14,8;22,6;13,6;0,0;4,2;24;41,4;59;13;48
22.04.2020;6,0;15,1;24,1;13,6;0,0;3,5;22;47,9;82;11;39
23.04.2020;4,9;14,5;24,2;13,4;0,0;2,4;28;58,4;93;5;28
24.04.2020;6,5;13,9;20,6;12,9;0,0;4,2;33;63,2;97;9;33
25.04.2020;5,4;10,6;16,9;9,1;0,0;2,8;44;65,9;88;7;30
26.04.2020;4,1;11,7;19,1;13,8;0,0;1,6;37;67,5;100;5;20
27.04.2020;4,7;13,6;21,8;13,5;0,0;2,4;34;66,2;100;5;24
28.04.2020;7,4;13,2;20,6;4,1;3,7;5,1;53;86,2;100;5;28
29.04.2020;10,0;13,6;17,5;3,8;2,7;9,3;59;80,0;99;9;43
30.04.2020;7,9;11,2;16,3;6,5;5,2;6,2;47;84,6;100;11;44
01.05.2020;7,8;10,5;15,7;6,5;2,6;6,2;51;81,1;100;10;44
02.05.2020;5,0;9,7;13,5;5,5;2,7;3,0;61;86,0;100;9;46
03.05.2020;3,6;11,0;17,5;8,2;0,3;1,4;51;77,9;100;5;22
04.05.2020;7,7;12,2;16,9;6,0;0,0;6,3;48;75,0;100;7;31
05.05.2020;4,8;10,1;15,6;14,5;0,0;1,9;41;62,0;88;8;35
06.05.2020;2,8;11,4;18,8;14,6;0,0;-0,2;32;57,5;89;6;24
07.05.2020;4,0;13,2;21,1;12,9;0,0;1,2;30;61,1;99;5;19
08.05.2020;6,4;15,4;23,4;10,8;0,0;4,1;34;61,0;100;5;19
09.05.2020;9,8;17,6;25,5;13,6;0,0;7,5;38;58,8;89;5;20
10.05.2020;7,1;14,9;20,4;2,5;0,0;6,8;63;81,4;100;7;50
11.05.2020;4,6;8,9;14,4;7,5;0,0;2,4;36;56,2;85;15;56
12.05.2020;1,6;7,3;12,0;7,7;0,0;-0,9;44;65,4;95;5;24
13.05.2020;1,8;8,5;15,2;7,5;0,0;-0,7;41;69,5;100;7;44
14.05.2020;3,2;9,8;15,7;14,6;0,0;0,9;36;55,4;86;10;37
15.05.2020;4,5;10,6;17,0;13,0;0,0;2,7;36;56,8;77;9;31
16.05.2020;3,1;11,6;19,0;10,8;0,0;0,7;43;65,7;100;7;33
17.05.2020;4,3;12,3;19,2;14,1;0,0;2,0;43;66,7;99;5;26
18.05.2020;6,6;15,9;23,9;13,5;0,0;4,5;36;61,8;100;7;33
19.05.2020;7,3;16,8;23,9;11,4;0,0;5,2;48;61,7;93;7;35
20.05.2020;10,9;16,7;21,3;7,6;0,0;8,6;56;74,7;98;6;22
21.05.2020;9,4;18,8;27,3;15,2;0,0;7,3;37;67,4;100;5;20
22.05.2020;12,8;19,1;27,4;1,0;0,1;10,4;50;75,2;94;9;44
23.05.2020;11,6;15,7;20,1;6,0;0,0;9,1;38;54,3;76;10;41
24.05.2020;10,2;13,5;16,8;5,0;0,5;9,0;60;76,1;96;12;44
25.05.2020;9,7;15,7;21,2;5,1;0,0;7,2;54;75,8;94;10;37
26.05.2020;7,4;15,8;23,3;15,3;0,0;5,2;40;66,0;100;6;30
27.05.2020;8,5;17,5;24,9;13,7;0,0;6,1;40;61,2;95;8;33
28.05.2020;9,8;16,2;23,0;15,2;0,0;8,1;32;52,2;83;9;33
29.05.2020;7,8;16,9;23,9;15,5;0,0;5,6;29;49,2;85;7;35
30.05.2020;9,0;17,8;24,9;15,3;0,0;6,6;27;47,4;77;8;35
31.05.2020;10,4;16,9;22,9;13,8;0,0;7,8;37;51,9;71;10;43
01.06.2020;10,3;19,7;27,1;14,4;0,0;8,2;33;53,6;87;6;28
02.06.2020;11,2;21,4;29,0;14,7;0,0;9,1;28;52,5;94;5;28
03.06.2020;14,4;20,2;25,5;11,4;0,0;12,8;37;54,5;75;8;31
04.06.2020;9,4;13,7;16,8;0,0;4,1;8,9;76;89,4;96;10;33
05.06.2020;6,9;10,2;13,3;3,4;11,0;5,3;80;91,0;100;10;48
06.06.2020;8,2;12,7;18,2;6,9;1,7;7,7;40;68,5;96;10;48
07.06.2020;10,3;13,7;17,9;3,4;0,0;9,1;54;67,7;88;9;33
08.06.2020;11,2;14,7;19,8;5,8;0,0;10,2;54;77,4;93;6;37
09.06.2020;11,3;14,8;20,1;2,6;4,3;9,4;64;83,5;100;8;26
10.06.2020;11,7;15,3;18,5;0,4;0,4;10,7;70;86,5;100;5;19
11.06.2020;13,7;16,5;20,6;1,6;0,2;13,2;64;84,8;100;4;19
12.06.2020;12,0;21,3;29,1;14,6;0,0;10,4;40;67,3;100;8;50
13.06.2020;16,1;21,3;26,8;9,1;0,0;15,4;47;69,7;93;6;20
14.06.2020;17,2;19,3;22,1;0,2;0,0;16,4;66;75,8;84;10;37
15.06.2020;16,4;19,4;22,8;0,2;1,3;15,8;59;73,5;90;6;22
16.06.2020;14,4;18,4;22,0;1,6;0,0;12,6;68;88,5;100;5;17
17.06.2020;13,1;18,3;25,4;5,0;19,8;11,4;63;88,2;100;6;35
18.06.2020;14,6;18,2;23,0;4,5;4,3;13,8;57;82,5;100;6;28
19.06.2020;12,8;18,9;24,0;14,6;0,0;11,8;50;73,3;100;8;33
20.06.2020;13,1;18,1;22,9;10,2;0,0;11,5;47;69,9;100;7;28
21.06.2020;11,6;19,9;26,6;9,8;4,4;10,1;48;69,2;100;7;24
22.06.2020;13,5;17,9;23,8;9,0;0,0;11,9;49;78,8;100;7;26
23.06.2020;12,1;20,8;28,4;15,5;0,0;10,5;42;66,9;100;5;20
24.06.2020;13,7;23,3;30,3;15,9;0,0;12,0;38;56,7;96;7;33
25.06.2020;15,6;23,8;30,9;13,4;0,0;12,9;44;60,1;82;8;31
26.06.2020;16,2;24,3;31,4;13,0;0,0;13,5;39;58,0;86;9;33
27.06.2020;18,7;23,3;28,5;6,7;0,0;17,2;50;68,7;92;10;43
28.06.2020;13,9;19,0;22,7;4,1;6,9;12,0;46;69,9;94;10;33
29.06.2020;12,6;16,7;21,1;7,1;1,3;10,8;45;71,1;100;9;39
30.06.2020;12,7;17,7;21,7;6,1;13,3;11,0;53;66,5;78;11;43
01.07.2020;16,0;18,4;23,2;2,6;13,2;14,3;73;93,1;100;8;46
02.07.2020;12,4;16,8;22,2;5,9;1,3;11,0;63;86,0;100;7;46
03.07.2020;11,7;16,7;22,5;5,6;0,0;10,1;57;80,5;100;7;33
04.07.2020;14,3;18,5;22,2;0,2;0,3;13,2;61;77,7;98;11;41
05.07.2020;15,4;20,5;23,5;3,2;0,0;14,3;67;79,2;92;12;48
06.07.2020;11,0;15,2;18,4;7,3;0,8;9,3;58;72,8;86;13;54
07.07.2020;8,6;15,5;20,5;7,3;1,3;7,0;54;73,9;100;8;33
08.07.2020;12,2;14,3;16,5;0,0;1,9;12,4;94;98,4;100;5;22
09.07.2020;15,5;18,6;23,1;2,2;0,0;14,5;65;86,8;100;8;37
10.07.2020;10,5;16,9;19,5;4,7;0,4;8,6;69;84,3;100;10;44
11.07.2020;8,8;15,0;20,5;10,0;0,0;7,1;51;75,3;100;6;48
12.07.2020;9,9;16,5;23,0;12,6;0,0;8,0;42;68,5;100;6;24
13.07.2020;9,9;18,5;25,6;13,9;0,0;7,8;39;62,3;99;5;24
14.07.2020;11,6;16,5;22,5;6,5;1,4;9,7;50;80,8;100;5;30
15.07.2020;13,0;16,7;20,9;6,6;0,1;12,2;54;74,5;100;8;30
16.07.2020;13,6;15,4;18,6;0,1;1,3;13,7;86;97,0;100;5;26
17.07.2020;15,0;17,8;21,3;1,1;0,0;14,7;68;85,7;100;6;20
18.07.2020;14,8;20,9;27,3;10,3;0,0;13,2;46;71,7;100;5;19
19.07.2020;15,7;21,9;28,2;13,1;0,2;13,9;37;68,5;100;8;35
20.07.2020;14,1;18,4;24,0;9,5;0,0;11,5;40;68,5;98;9;30
21.07.2020;11,3;17,0;22,5;13,6;0,0;8,9;41;63,2;90;8;31
22.07.2020;11,2;17,3;23,7;14,4;0,0;8,3;38;62,9;91;7;30
23.07.2020;10,0;18,9;26,6;14,0;0,0;7,6;38;62,7;99;5;20
24.07.2020;16,1;19,6;24,1;5,8;0,0;13,8;53;71,8;94;7;41
25.07.2020;14,4;19,9;24,1;1,0;4,7;12,1;60;78,1;100;6;31
26.07.2020;14,2;19,2;23,9;8,1;0,0;12,1;55;80,0;100;8;39
27.07.2020;13,2;20,2;28,4;3,9;0,3;11,1;42;73,1;100;6;35
28.07.2020;15,5;19,9;24,1;8,7;0,0;12,9;46;64,8;81;11;50
29.07.2020;13,3;18,2;23,4;12,2;0,0;10,8;45;62,2;86;8;28
30.07.2020;11,4;20,3;28,6;14,7;0,0;9,2;35;58,8;96;5;22
31.07.2020;13,7;25,3;35,8;14,9;0,0;11,2;29;53,4;87;6;24
01.08.2020;21,2;25,2;31,4;7,6;0,0;19,2;43;61,0;73;9;33
02.08.2020;15,4;20,6;24,0;5,3;0,0;11,9;55;65,0;74;10;33
03.08.2020;11,5;18,5;25,2;10,3;0,0;8,6;38;63,5;94;6;37
04.08.2020;12,5;17,9;23,3;13,3;0,0;9,8;36;65,0;94;8;30
05.08.2020;11,7;21,4;30,2;14,2;0,0;9,3;28;52,8;83;6;24
06.08.2020;15,7;24,3;32,7;14,5;0,0;12,4;31;49,8;75;6;30
07.08.2020;15,8;25,7;35,4;14,4;0,0;13,4;27;51,5;85;4;24
08.08.2020;16,9;27,3;36,3;14,0;0,0;14,5;29;50,8;84;5;24
09.08.2020;20,5;26,2;33,7;4,2;0,0;18,0;39;59,5;80;5;33
10.08.2020;18,2;26,6;34,9;13,0;0,0;16,3;41;63,8;93;6;28
11.08.2020;19,3;26,7;35,7;10,6;1,4;17,5;36;66,9;100;7;33
12.08.2020;19,5;24,4;33,0;7,4;0,7;18,7;53;79,5;100;7;35
13.08.2020;19,7;23,7;33,4;6,8;4,1;18,7;48;81,9;100;6;41
14.08.2020;19,2;23,8;29,6;10,0;0,1;18,4;49;78,2;100;6;24
15.08.2020;18,6;21,6;27,8;4,4;1,6;17,9;63;91,1;100;4;37
16.08.2020;18,3;23,6;31,8;8,6;0,0;17,6;46;78,0;100;5;31
17.08.2020;16,1;20,0;26,7;4,1;3,2;15,4;61;89,1;100;4;44
18.08.2020;14,8;19,1;25,7;9,7;0,0;13,5;52;83,5;100;7;28
19.08.2020;13,8;21,6;29,0;10,9;0,1;12,3;47;71,7;100;8;33
20.08.2020;19,9;25,3;29,8;5,2;0,7;18,7;58;70,7;94;9;28
21.08.2020;20,9;24,9;30,6;4,1;2,0;19,5;51;71,0;100;8;46
22.08.2020;17,4;21,0;25,6;7,7;0,5;15,9;48;67,1;85;10;52
23.08.2020;15,9;18,2;22,4;5,0;0,3;14,6;62;76,0;88;10;43
24.08.2020;14,3;17,4;22,0;3,6;0,0;11,9;50;76,2;98;9;37
25.08.2020;13,9;18,0;22,0;2,7;0,5;12,2;63;82,2;100;9;43
26.08.2020;13,3;17,8;20,2;2,0;0,0;11,3;63;74,7;96;17;65
27.08.2020;12,9;17,6;23,3;5,0;0,3;11,1;49;78,7;100;5;33
28.08.2020;12,2;17,5;22,7;6,8;0,0;10,0;51;74,0;94;10;37
29.08.2020;10,9;16,0;22,5;5,9;0,0;8,9;48;76,2;98;7;31
30.08.2020;9,6;15,1;21,3;4,2;1,1;7,8;62;87,4;100;5;24
31.08.2020;14,1;16,2;20,5;5,3;0,1;12,4;57;81,6;100;9;28
01.09.2020;11,9;15,9;20,5;4,6;0,0;10,7;56;73,9;90;6;22
02.09.2020;10,7;16,0;23,1;11,3;0,0;8,8;41;72,9;100;4;22
03.09.2020;10,7;14,7;19,8;0,0;2,4;9,0;79;92,8;100;7;31
04.09.2020;15,7;19,0;20,7;0,0;3,7;15,1;73;90,2;99;7;26
05.09.2020;8,6;14,7;20,0;3,5;0,0;7,1;57;83,9;100;8;37
06.09.2020;7,7;13,1;19,9;7,1;0,0;6,1;52;80,8;100;5;28
07.09.2020;7,3;13,9;21,9;11,1;0,0;5,9;48;79,9;100;5;22
08.09.2020;9,6;15,4;21,5;3,5;0,0;8,1;73;88,3;100;6;26
09.09.2020;11,7;17,6;23,8;2,8;0,0;10,3;70;89,1;100;7;35
10.09.2020;9,3;15,5;21,7;11,9;0,0;7,1;46;74,7;100;6;24
11.09.2020;7,6;15,1;23,5;11,4;0,0;5,6;49;79,9;100;4;19
12.09.2020;10,1;15,6;22,1;10,7;0,0;8,5;53;80,7;100;6;30
13.09.2020;9,7;16,6;25,6;11,3;0,0;8,1;49;82,2;100;4;19
14.09.2020;11,2;20,6;31,4;11,5;0,0;9,4;37;71,8;100;6;30
15.09.2020;13,5;22,1;33,9;11,0;0,0;11,6;30;69,6;100;4;19
16.09.2020;14,5;20,6;27,2;10,2;0,0;12,6;56;75,5;98;8;35
17.09.2020;10,5;16,2;21,3;11,5;0,0;7,8;43;63,3;84;11;43
18.09.2020;7,1;16,1;25,4;11,7;0,0;4,8;38;62,1;92;7;31
19.09.2020;8,5;17,1;27,9;11,6;0,0;5,8;30;60,3;97;6;28
20.09.2020;7,4;16,5;26,1;10,8;0,0;5,1;30;64,6;100;5;22
21.09.2020;8,0;16,1;26,4;11,4;0,0;5,9;33;69,1;100;3;15
22.09.2020;8,6;15,9;25,4;11,1;0,0;6,8;40;74,9;100;3;15
23.09.2020;10,0;17,9;25,2;7,0;0,5;8,1;49;71,7;100;8;46
24.09.2020;11,5;16,3;20,6;9,4;4,0;10,7;44;69,8;93;11;46
25.09.2020;9,1;11,6;15,9;6,2;2,6;7,4;62;83,0;100;11;39
26.09.2020;9,3;10,4;12,2;0,0;16,2;9,1;91;98,3;100;10;33
27.09.2020;9,7;11,7;14,5;1,4;0,0;8,5;73;91,1;100;6;28
28.09.2020;10,1;11,7;13,2;0,0;1,1;9,4;82;92,5;99;5;15
29.09.2020;9,9;11,6;15,4;1,1;3,4;8,4;94;98,1;100;5;15
30.09.2020;12,1;15,2;19,7;2,9;0,0;11,9;78;91,0;100;8;30
01.10.2020;10,4;13,3;17,3;1,6;1,6;8,6;76;92,6;100;9;35
02.10.2020;8,4;14,1;19,1;1,9;0,1;6,4;68;84,8;100;8;33
03.10.2020;10,2;12,5;15,7;0,2;5,7;8,8;86;96,2;100;7;39
04.10.2020;10,4;12,0;15,2;0,8;0,5;9,3;61;83,2;100;14;52
05.10.2020;10,4;11,6;14,3;0,1;1,8;8,6;78;89,3;97;10;33
06.10.2020;11,5;12,8;16,1;2,5;4,4;10,4;76;88,9;100;10;41
07.10.2020;7,6;11,9;14,9;0,6;3,4;5,8;76;90,8;100;9;39
08.10.2020;7,7;13,3;18,0;0,3;2,0;6,0;77;92,5;100;11;54
09.10.2020;8,9;12,0;15,6;2,2;0,8;7,3;69;95,1;100;4;28
10.10.2020;7,6;10,1;14,0;5,7;0,8;6,1;64;84,1;99;9;37
11.10.2020;6,4;9,6;13,7;4,5;0,3;5,2;68;90,2;100;7;28
12.10.2020;6,9;9,5;13,8;3,3;0,5;5,6;72;93,2;100;5;26
13.10.2020;5,7;8,4;13,5;7,7;0,0;3,7;70;91,5;100;7;30
14.10.2020;5,5;8,8;11,6;0,0;0,5;3,9;72;87,5;100;7;41
15.10.2020;7,0;8,9;10,5;0,1;0,0;5,2;84;87,8;95;8;33
16.10.2020;6,5;9,1;11,8;0,0;0,0;4,8;77;85,8;97;6;24
17.10.2020;6,8;8,9;11,5;0,3;0,0;5,8;68;85,7;99;4;13
18.10.2020;4,5;8,5;11,5;0,6;0,1;3,1;80;92,4;100;4;17
19.10.2020;7,1;9,7;14,1;2,6;0,0;5,1;71;88,2;100;5;35
20.10.2020;8,1;10,8;12,9;0,2;3,3;6,8;75;87,7;100;11;39
21.10.2020;11,3;15,6;21,5;2,5;1,3;10,8;59;82,3;100;13;52
22.10.2020;12,4;15,9;19,9;0,5;1,6;11,3;72;86,0;100;6;28
23.10.2020;11,1;13,4;15,8;0,3;2,3;9,7;95;99,8;100;4;13
24.10.2020;11,8;13,8;16,1;0,1;0,0;10,1;75;87,6;100;11;39
25.10.2020;10,7;12,9;15,2;0,0;4,1;9,2;77;88,6;100;12;48
26.10.2020;8,9;10,6;12,6;1,0;0,0;7,7;65;83,5;100;10;37
27.10.2020;8,1;10,6;13,0;0,9;0,1;6,5;70;80,8;91;13;46
28.10.2020;9,5;12,4;15,3;4,5;1,9;8,6;62;82,1;100;13;56
29.10.2020;8,8;10,6;12,7;3,4;5,1;7,7;80;91,7;100;9;31
30.10.2020;12,6;14,3;16,0;0,0;0,0;12,0;77;87,5;100;10;33
31.10.2020;12,9;14,3;17,5;5,3;0,7;12,0;64;82,8;100;9;33
01.11.2020;11,1;14,8;18,2;0,2;0,8;10,3;78;90,2;100;9;37
02.11.2020;10,7;17,3;20,8;0,0;1,5;9,2;71;84,1;100;14;46
03.11.2020;6,4;10,0;13,9;5,9;0,0;4,6;58;80,1;97;9;37
04.11.2020;1,5;5,8;12,0;6,8;0,0;-0,1;69;91,2;100;4;13
05.11.2020;0,0;3,7;9,7;4,1;0,0;-1,7;81;97,5;100;3;11
06.11.2020;1,1;6,0;13,2;7,8;0,0;-0,5;61;84,9;100;4;22
07.11.2020;6,4;9,7;16,7;7,6;0,0;4,3;59;72,5;90;9;31
08.11.2020;5,9;10,3;15,5;4,9;0,0;3,9;68;84,2;96;6;24
09.11.2020;8,3;11,8;17,3;2,4;0,0;6,1;78;96,4;100;4;15
10.11.2020;6,8;10,8;16,0;7,6;0,0;5,0;77;93,3;100;5;15
11.11.2020;8,9;10,3;13,3;1,9;0,0;8,7;89;96,3;100;9;37
12.11.2020;5,0;10,2;14,4;2,6;0,0;2,8;69;86,7;97;11;37
13.11.2020;4,4;9,7;13,8;3,7;0,0;1,9;80;91,8;100;8;30
14.11.2020;12,1;13,5;16,8;5,3;0,0;10,4;69;84,5;94;10;31
15.11.2020;8,7;13,3;16,9;3,6;3,0;6,5;67;79,8;86;15;57
16.11.2020;9,0;10,6;13,0;1,6;-;7,0;78;86,8;96;10;39
